PVWatts: Hourly PV Performance Data,,,,,,,,,,,,,
Requested Location:,thousand oaks california,,,,,,,,,,,,
Location:,"CAMARILLO (AWOS), CA",,,,,,,,,,,,
Lat (deg N):,34.22,,,,,,,,,,,,
Long (deg W):,119.08,,,,,,,,,,,,
Elev (m):,23,,,,,,,,,,,,
DC System Size (kW):,100,,,,,,,,,,Wh per day,Wh per month,Wh per year
Module Type:,Standard,,,,,,,,,,"303,058","10,871,239","157,361,651"
Array Type:,Fixed (open rack),,,,,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,kWh equivalent,303.058,10871.239,157361.651
Array Azimuth (deg):,180,,,,,,,,,,,,
System Losses:,14.08,,,,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.16,,,,,,,,,,,,
Capacity Factor (%),"18.0	",,,,,,,,,,,,
,,,,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,,
7,7,11,0,246,18.8,4.1,236.49,22.971,20513.047,19555.709,,,
7,7,12,366,278,20,4.6,652.875,32.416,54137.27,52108.566,,,
7,7,13,711,235,20,5.1,907.341,37.229,73438.188,70604.602,,,
7,7,14,201,297,19.6,5.1,460.468,28.688,38815.93,37327.543,,,
7,7,15,79,171,18.8,5.1,218.075,22.494,18869.01,17953.275,,,
7,7,16,0,117,17.2,2.5,111.008,18.933,9809.802,9105.297,,,
7,7,17,0,63,16.1,2,59.808,16.189,5351.503,4739.747,,,
7,7,18,0,20,15.7,1.8,18.941,14.423,1708.348,1166.895,,,
7,7,19,0,0,15.5,1.5,0,15.5,0,0,,,
7,7,20,0,0,15,0,0,15,0,0,,,
7,7,21,0,0,15.5,1.5,0,15.5,0,0,,,
7,7,22,0,0,15,2,0,15,0,0,,,
7,7,23,0,0,15,2.5,0,15,0,0,,,
7,8,0,0,0,15,0,0,15,0,0,,,
7,8,1,0,0,14.4,0,0,14.4,0,0,,,
7,8,2,0,0,15,0,0,15,0,0,,,
7,8,3,0,0,15,1.5,0,15,0,0,,,
7,8,4,1,0,15,0,0,15,0,0,,,
7,8,5,0,16,15,0,15.146,11.7,1382.656,847.247,,,
7,8,6,0,50,15,0,47.431,13.344,4298.504,3707.575,,,
7,8,7,0,95,15.5,1.5,90.237,16.247,8072.1,7404.624,,,
7,8,8,0,136,15.5,3,129.438,17.192,11529.454,10787.2,,,
7,8,9,0,203,16.6,2,193.991,20.447,17024.371,16154.123,,,
7,8,10,106,439,18.3,3.6,529.285,29.165,44579.34,42897.945,,,
7,8,11,816,170,20,3,985.182,42.702,77598.57,74573.336,,,
7,8,12,0,367,21.1,4.1,354.462,29.363,29830.895,28618.768,,,
7,8,13,899,131,21.1,4.1,970.224,41.023,77034.852,74035.961,,,
7,8,14,874,122,21.1,5.1,836.652,37.484,67411.758,64844.355,,,
7,8,15,774,140,19.4,5.6,645.539,31.218,53012.355,51026.293,,,
7,8,16,60,201,18.3,4.1,217.144,22.923,18660.869,17750.332,,,
7,8,17,0,63,17.2,3,59.808,17.56,5318.404,4707.309,,,
7,8,18,0,20,16.1,3,18.942,15.017,1703.813,1162.444,,,
7,8,19,0,0,16.1,2,0,16.1,0,0,,,
7,8,20,0,0,16.1,0,0,16.1,0,0,,,
7,8,21,0,0,16.1,0,0,16.1,0,0,,,
7,8,22,0,0,16.1,0,0,16.1,0,0,,,
7,8,23,0,0,15.5,0,0,15.5,0,0,,,
7,9,0,0,0,15,1.5,0,15,0,0,,,
7,9,1,0,0,15,1.5,0,15,0,0,,,
7,9,2,0,0,15,1.5,0,15,0,0,,,
7,9,3,0,0,15.5,0,0,15.5,0,0,,,
7,9,4,0,0,15.5,0,0,15.5,0,0,,,
7,9,5,0,14,15,0,13.248,11.62,1209.888,677.669,,,
7,9,6,0,53,16.1,0,50.286,14.591,4531.92,3936.41,,,
7,9,7,0,98,16.1,0,93.068,17.465,8279.587,7607.749,,,
7,9,8,0,166,17.2,0,158.03,22.086,13763.938,12970.989,,,
7,9,9,0,205,18.3,2,195.921,22.316,17045.877,16175.104,,,
7,9,10,0,233,19.4,4.1,223.462,23.241,19358.59,18430.572,,,
7,9,11,190,474,20.5,5.6,662.926,31.782,55141.578,53074.406,,,
7,9,12,0,247,20,4.6,237.499,24.74,20430.875,19475.641,,,
7,9,13,0,234,21.1,3.6,224.458,25.259,19262.021,18336.436,,,
7,9,14,471,334,21.1,3.6,721.237,36.22,58562.98,56361.957,,,
7,9,15,697,148,21.1,4.1,604.037,34.114,48939.508,47103.887,,,
7,9,16,244,203,20,4.6,303.49,25.981,25242.059,24159.445,,,
7,9,17,0,66,18.3,3,62.62,18.976,5532.687,4917.305,,,
7,9,18,0,19,18.3,2,17.992,17.113,1603.173,1063.676,,,
7,9,19,0,0,17.2,3,0,17.2,0,0,,,
7,9,20,0,0,17.2,2.5,0,17.2,0,0,,,
7,9,21,0,0,16.6,2,0,16.6,0,0,,,
7,9,22,0,0,16.6,2,0,16.6,0,0,,,
7,9,23,0,0,16.1,3,0,16.1,0,0,,,
7,10,0,0,0,16.1,1.5,0,16.1,0,0,,,
7,10,1,0,0,15.5,3,0,15.5,0,0,,,
7,10,2,0,0,15.5,2,0,15.5,0,0,,,
7,10,3,0,0,16.1,1.5,0,16.1,0,0,,,
7,10,4,0,0,16.1,1.5,0,16.1,0,0,,,
7,10,5,0,16,16.1,0,15.146,12.862,1375.602,840.323,,,
7,10,6,0,49,16.6,0,46.479,14.979,4181.601,3592.958,,,
7,10,7,0,94,17.2,0,89.29,18.353,7911.517,7247.407,,,
7,10,8,0,162,18.3,0,154.222,23.003,13375.119,12591.125,,,
7,10,9,19,339,19.4,2.5,340.574,26.779,29011.244,27822.826,,,
7,10,10,743,186,21.6,3,882.203,41.507,69874.336,67199.797,,,
7,10,11,909,141,22.7,2.5,1041.847,48.718,79531.047,76414.609,,,
7,10,12,910,141,23.3,4.6,1044.386,44.959,81310.469,78108.82,,,
7,10,13,899,136,23.8,6.1,976.075,41.012,77504.945,74484.094,,,
7,10,14,873,126,23.3,4.1,840.731,41.68,66325.094,63804.254,,,
7,10,15,827,111,22.7,5.1,652.04,35.38,52424.422,50460.457,,,
7,10,16,747,90,21.1,4.6,424.119,29.634,33502.332,32180.947,,,
7,10,17,596,63,20,4.6,189.163,23.319,13175.184,12395.772,,,
7,10,18,145,57,18.3,3.6,45.334,18.234,4018.934,3433.464,,,
7,10,19,2,0,17.2,2,0,17.2,0,0,,,
7,10,20,0,0,16.6,2,0,16.6,0,0,,,
7,10,21,0,0,17.2,3,0,17.2,0,0,,,
7,10,22,0,0,16.6,2.5,0,16.6,0,0,,,
7,10,23,0,0,16.6,1.5,0,16.6,0,0,,,
7,11,0,0,0,16.6,0,0,16.6,0,0,,,
7,11,1,0,0,16.1,0,0,16.1,0,0,,,
7,11,2,0,0,16.1,1.5,0,16.1,0,0,,,
7,11,3,0,0,15.5,1.5,0,15.5,0,0,,,
7,11,4,0,0,15.5,0,0,15.5,0,0,,,
7,11,5,0,17,15.5,0,16.096,12.271,1465.692,928.746,,,
7,11,6,0,47,16.1,1.5,44.577,15.35,4003.769,3418.595,,,
7,11,7,0,91,16.6,2.5,86.456,17.167,7701.729,7042.001,,,
7,11,8,0,133,17.2,1.5,126.586,19.232,11171.121,10436.824,,,
7,11,9,0,200,17.7,2,191.132,21.472,16694.379,15832.133,,,
7,11,10,0,229,18.8,3,219.617,22.976,19048.967,18128.729,,,
7,11,11,714,279,21.1,3,998.659,43.356,78397.344,75334.578,,,
7,11,12,839,166,21.5,3.8,1006.339,43.922,78770.359,75689.992,,,
7,11,13,880,151,21.6,4.6,973.473,41.796,76991.984,73995.094,,,
7,11,14,852,140,22.2,6.1,841.268,36.986,67963.688,65372.465,,,
7,11,15,543,231,21.1,4.1,583.886,33.926,47491.777,45708.152,,,
7,11,16,292,209,19.6,3.1,330.86,27.328,27269.961,26131.078,,,
7,11,17,0,59,17.7,2,55.998,18.488,4958.579,4354.642,,,
7,11,18,0,18,16.6,2.5,17.043,15.403,1530.363,992.218,,,
7,11,19,0,0,16.1,2,0,16.1,0,0,,,
7,11,20,0,0,15.5,0,0,15.5,0,0,,,
7,11,21,0,0,15.5,1.5,0,15.5,0,0,,,
7,11,22,0,0,15.5,0,0,15.5,0,0,,,
7,11,23,0,0,15.5,1.5,0,15.5,0,0,,,
7,12,0,0,0,15.5,0,0,15.5,0,0,,,
7,12,1,0,0,15.5,2,0,15.5,0,0,,,
7,12,2,0,0,15.5,2.5,0,15.5,0,0,,,
7,12,3,0,0,15.5,2,0,15.5,0,0,,,
7,12,4,0,0,15.5,0,0,15.5,0,0,,,
7,12,5,0,21,15.5,0,19.897,12.444,1810.426,1267.069,,,
7,12,6,0,54,16.6,0,51.238,15.262,4603.88,4006.953,,,
7,12,7,0,107,18.3,2.5,101.558,19.31,8959.246,8273.006,,,
7,12,8,0,157,18.3,4.1,149.466,20.32,13124.601,12346.347,,,
7,12,9,0,199,18.8,3.6,190.18,21.957,16573.957,15714.622,,,
7,12,10,529,266,20.5,4.6,767.452,35.149,62761.938,60390.688,,,
7,12,11,665,228,21.1,4.6,899.851,39.415,72072.695,69300.602,,,
7,12,12,770,203,21.1,5.1,975.205,40.002,77877.313,74839.016,,,
7,12,13,636,223,21.6,5.1,827.896,37.828,66810.422,64268.84,,,
7,12,14,0,300,21.6,4.1,287.655,28.124,24352.426,23294.014,,,
7,12,15,0,239,21.6,3.6,227.806,25.952,19485.516,18554.299,,,
7,12,16,318,160,20.5,4.6,296.364,25.664,24455.734,23394.527,,,
7,12,17,391,99,18.8,4.6,177.073,21.621,13336.126,12553.027,,,
7,12,18,0,23,17.2,2.5,21.794,16.509,1947.241,1401.329,,,
7,12,19,0,0,16.1,2,0,16.1,0,0,,,
7,12,20,0,0,16.1,0,0,16.1,0,0,,,
7,12,21,0,0,16.1,1.5,0,16.1,0,0,,,
7,12,22,0,0,15.5,0,0,15.5,0,0,,,
7,12,23,0,0,15.5,0,0,15.5,0,0,,,
7,13,0,0,0,15,2,0,15,0,0,,,
7,13,1,0,0,15,0,0,15,0,0,,,
7,13,2,0,0,15,0,0,15,0,0,,,
7,13,3,0,0,15.5,0,0,15.5,0,0,,,
7,13,4,0,0,15.5,0,0,15.5,0,0,,,
7,13,5,0,16,16.1,0,15.147,12.855,1375.743,840.462,,,
7,13,6,0,62,16.1,0,58.852,15.043,5293.239,4682.646,,,
7,13,7,0,115,17.2,2,109.1,18.488,9660.768,8959.482,,,
7,13,8,407,164,18.3,3,425.082,27.152,35678.051,34289.555,,,
7,13,9,282,394,19.4,0,620.129,43.35,48599.852,46776.5,,,
7,13,10,835,134,21.1,3.6,910.732,41.131,72268.195,69487.344,,,
7,13,11,727,188,22.2,4.1,916.694,42.043,72448.563,69659.609,,,
7,13,12,506,317,22,4.6,832.558,39.232,66745.82,64207,,,
7,13,13,0,349,21.6,5.1,336.314,28.207,28460.582,27287.949,,,
7,13,14,0,308,21.6,6.1,295.436,26.098,25252.951,24170.039,,,
7,13,15,0,250,20.5,5.6,238.352,24.126,20563.324,19604.699,,,
7,13,16,0,178,20,4.1,168.398,22.741,14622.381,13809.463,,,
7,13,17,0,98,18.8,4.1,91.953,19.709,8097.055,7429.055,,,
7,13,18,265,33,17.2,3,25.301,16.383,2261.865,1710.048,,,
7,13,19,5,0,15.5,3,0,15.5,0,0,,,
7,13,20,0,0,15.5,0,0,15.5,0,0,,,
7,13,21,0,0,15.5,0,0,15.5,0,0,,,
7,13,22,0,0,15.5,2,0,15.5,0,0,,,
7,13,23,0,0,15,0,0,15,0,0,,,
7,14,0,0,0,15.5,2.5,0,15.5,0,0,,,
7,14,1,0,0,15.5,0,0,15.5,0,0,,,
7,14,2,0,0,15.5,2,0,15.5,0,0,,,
7,14,3,0,0,15.5,1.5,0,15.5,0,0,,,
7,14,4,0,0,15.5,1.5,0,15.5,0,0,,,
7,14,5,0,19,15.5,2,17.997,14.017,1626.135,1086.211,,,
7,14,6,0,46,16.2,1,43.626,15.313,3918.994,3335.469,,,
7,14,7,0,102,17.2,0,96.841,18.695,8567.15,7889.24,,,
7,14,8,0,154,17.7,1.5,146.616,20.377,12870.956,12098.489,,,
7,14,9,60,340,19.7,2.3,379.277,28.232,32072.58,30794.34,,,
7,14,10,35,438,21.1,3,463.284,31.513,38584.754,37103.852,,,
7,14,11,761,252,22.2,4.1,1019.477,43.311,80050.305,76909.125,,,
7,14,12,733,281,22.2,3.6,1022.266,45.375,79418.031,76306.969,,,
7,14,13,690,268,22.7,4.6,923.622,41.931,73007.594,70193.469,,,
7,14,14,618,227,22.2,5.1,739.955,36.68,59910.508,57655.566,,,
7,14,15,636,182,21.6,3.6,599.63,35.16,48399.453,46583.32,,,
7,14,16,327,148,20.5,5.1,290.986,25.848,23949.363,22901.818,,,
7,14,17,320,102,18.8,5.1,164.367,21.182,12637.536,11870.375,,,
7,14,18,85,39,17.2,3.6,31.93,16.747,2849.801,2286.851,,,
7,14,19,0,0,16.6,2.5,0,16.6,0,0,,,
7,14,20,0,0,16.1,2.5,0,16.1,0,0,,,
7,14,21,0,0,16.1,0,0,16.1,0,0,,,
7,14,22,0,0,16.1,2,0,16.1,0,0,,,
7,14,23,0,0,16.1,1.5,0,16.1,0,0,,,
7,15,0,0,0,16.1,1.5,0,16.1,0,0,,,
7,15,1,0,0,15.5,1.5,0,15.5,0,0,,,
7,15,2,0,0,16.1,2.5,0,16.1,0,0,,,
7,15,3,0,0,16.1,2,0,16.1,0,0,,,
7,15,4,0,0,16.1,2,0,16.1,0,0,,,
7,15,5,0,18,16.6,0,17.047,13.477,1544.039,1005.64,,,
7,15,6,0,68,17.3,0.8,64.382,17.106,5736.967,5117.483,,,
7,15,7,0,132,18.3,1.5,125.109,20.218,10990.97,10260.654,,,
7,15,8,0,192,19.4,0,182.884,25.683,15662.987,14825.496,,,
7,15,9,301,334,21.6,3,576.663,34.163,47316.348,45538.965,,,
7,15,10,794,192,23.8,3.6,936.14,44.211,73124.492,70305.094,,,
7,15,11,189,417,22.2,4.1,605.923,35.659,49451.641,47597.441,,,
7,15,12,738,260,22.2,5.1,1006.954,41.252,79904.992,76770.742,,,
7,15,13,695,275,22.7,4.6,935.602,42.143,73875.109,71021.695,,,
7,15,14,874,124,22.2,5.1,841.806,38.633,67447.313,64878.375,,,
7,15,15,828,109,22.2,5.1,652.523,34.886,52599.945,50629.395,,,
7,15,16,747,88,21.6,5.1,423.24,29.593,33443.453,32123.859,,,
7,15,17,595,62,20,4.6,188.303,23.3,13107.446,12329.584,,,
7,15,18,264,32,18.3,3,24.491,17.743,2176.073,1625.87,,,
7,15,19,3,0,16.1,1.5,0,16.1,0,0,,,
7,15,20,0,0,15.5,0,0,15.5,0,0,,,
7,15,21,0,0,15.5,0,0,15.5,0,0,,,
7,15,22,0,0,15,1.5,0,15,0,0,,,
7,15,23,0,0,15.5,0,0,15.5,0,0,,,
7,16,0,0,0,16.1,0,0,16.1,0,0,,,
7,16,1,0,0,16.1,0,0,16.1,0,0,,,
7,16,2,0,0,16.1,2,0,16.1,0,0,,,
7,16,3,0,0,15.5,2.5,0,15.5,0,0,,,
7,16,4,0,0,16.1,2,0,16.1,0,0,,,
7,16,5,11,28,15.5,0,25.887,12.725,2352.572,1799.046,,,
7,16,6,0,58,15.5,2,55.049,15.14,4948.959,4345.213,,,
7,16,7,0,112,16.1,0,106.276,18.184,9423.754,8727.572,,,
7,16,8,283,265,17.2,0,440.949,33.057,36128.223,34725.621,,,
7,16,9,756,168,20,3,784.088,37.961,63026.328,60644.141,,,
7,16,10,376,169,21.1,3.6,529.382,33.225,43703.117,42051.859,,,
7,16,11,784,176,22.7,4.6,962.142,41.846,76117.156,73160.898,,,
7,16,12,713,209,23.1,4.1,931.29,43.315,73125.305,70305.867,,,
7,16,13,94,515,23.3,4.6,596.431,35.831,48631.855,46807.352,,,
7,16,14,362,287,21.6,3.6,589.175,34.626,48227.973,46418.004,,,
7,16,15,254,333,21.6,3.6,489.402,32.425,40315.379,38777.965,,,
7,16,16,139,191,21.1,3,244.956,26.659,20479.455,19522.977,,,
7,16,17,96,151,19.4,3.6,159.2,22.079,13346.812,12563.467,,,
7,16,18,284,30,17.7,3.6,22.719,17.032,2025.14,1477.769,,,
7,16,19,4,0,16.1,1.5,0,16.1,0,0,,,
7,16,20,0,0,16.1,1.5,0,16.1,0,0,,,
7,16,21,0,0,15.5,1.5,0,15.5,0,0,,,
7,16,22,0,0,15,1.5,0,15,0,0,,,
7,16,23,0,0,15.5,2,0,15.5,0,0,,,
7,17,0,0,0,15.5,1.5,0,15.5,0,0,,,
7,17,1,0,0,15.5,2,0,15.5,0,0,,,
7,17,2,0,0,15,0,0,15,0,0,,,
7,17,3,0,0,15.5,0,0,15.5,0,0,,,
7,17,4,0,0,15,1.5,0,15,0,0,,,
7,17,5,0,17,15,0,16.098,11.757,1469.235,932.223,,,
7,17,6,0,58,15.5,0,55.049,14.236,4969.095,4364.95,,,
7,17,7,0,111,16.1,1.5,105.334,17.344,9375.953,8680.799,,,
7,17,8,0,161,17.2,2,153.314,19.862,13490.878,12704.225,,,
7,17,9,260,413,18.3,3,621.664,31.866,51605.09,49671.703,,,
7,17,10,660,206,20,3.6,830.14,38.333,66816.891,64275.023,,,
7,17,11,833,129,21.6,5.6,957.281,39.075,76803.703,73815.578,,,
7,17,12,800,158,22.2,4.1,962.297,43.064,75657.094,72722.094,,,
7,17,13,258,188,22.2,5.1,439.222,30.996,36660.988,35241.594,,,
7,17,14,708,169,20.5,5.6,756.898,33.794,62142.191,59796.477,,,
7,17,15,669,161,20.5,4.1,601.413,33.536,48903.215,47068.906,,,
7,17,16,533,117,20.5,4.6,355.253,27.537,28620.74,27443.527,,,
7,17,17,261,104,19.4,3,153.522,22.421,11940.139,11188.706,,,
7,17,18,190,36,18.3,3,27.726,17.73,2463.638,1908.015,,,
7,17,19,2,0,16.6,2.5,0,16.6,0,0,,,
7,17,20,0,0,16.6,2,0,16.6,0,0,,,
7,17,21,0,0,16.1,2,0,16.1,0,0,,,
7,17,22,0,0,16.1,2,0,16.1,0,0,,,
7,17,23,0,0,15.5,1.5,0,15.5,0,0,,,
7,18,0,0,0,15,0,0,15,0,0,,,
7,18,1,0,0,15,0,0,15,0,0,,,
7,18,2,0,0,15,1.5,0,15,0,0,,,
7,18,3,0,0,15,0,0,15,0,0,,,
7,18,4,0,0,15,0,0,15,0,0,,,
7,18,5,10,34,15,0,30.49,12.422,2774.595,2213.077,,,
7,18,6,0,58,15.5,0,55.049,14.457,4964.198,4360.15,,,
7,18,7,154,186,17.2,0,243.757,25.208,20441.297,19485.797,,,
7,18,8,498,263,18.3,2,578.758,32.716,47351.246,45572.625,,,
7,18,9,556,261,20.5,4.1,715.276,35.575,58224.152,56036.578,,,
7,18,10,599,264,20.5,5.6,831.695,35.537,67884.484,65296.688,,,
7,18,11,234,388,20,5.6,628.505,31.507,52348.234,50387.121,,,
7,18,12,97,447,20,5.1,538.835,30.156,45174.406,43472.379,,,
7,18,13,380,399,20.5,5.1,759.755,34.745,62269.074,59918.145,,,
7,18,14,533,276,20.5,4.6,718.674,35.17,58646.027,56441.699,,,
7,18,15,651,187,20.5,5.1,615.412,32.269,50387.797,48499.387,,,
7,18,16,428,179,18.8,5.1,366.054,25.599,30115.82,28895.395,,,
7,18,17,0,60,17.2,4.1,56.951,17.73,5060.455,4454.497,,,
7,18,18,0,25,16.6,2.5,23.7,15.579,2126.449,1577.178,,,
7,18,19,0,0,15.5,2,0,15.5,0,0,,,
7,18,20,0,0,16.1,2.5,0,16.1,0,0,,,
7,18,21,0,0,16.1,1.5,0,16.1,0,0,,,
7,18,22,0,0,15.5,1.5,0,15.5,0,0,,,
7,18,23,0,0,16.1,1.5,0,16.1,0,0,,,
7,19,0,0,0,16.1,1.5,0,16.1,0,0,,,
7,19,1,0,0,16.1,1.5,0,16.1,0,0,,,
7,19,2,0,0,15.5,1.5,0,15.5,0,0,,,
7,19,3,0,0,15.5,2.5,0,15.5,0,0,,,
7,19,4,0,0,15,1.5,0,15,0,0,,,
7,19,5,0,12,15,0,11.354,11.534,1037.234,508.193,,,
7,19,6,0,51,15,0,48.384,13.333,4385.108,3792.481,,,
7,19,7,0,115,15.5,0,109.11,17.59,9701.256,8999.098,,,
7,19,8,0,164,16.1,0,156.196,21.074,13668,12877.267,,,
7,19,9,0,204,17.2,3,195.075,20.679,17101.248,16229.129,,,
7,19,10,0,277,18.3,3,266.311,23.599,23032.094,22009.059,,,
7,19,11,172,451,19.4,4.1,624.254,31.963,51879.652,49936.051,,,
7,19,12,47,219,20.5,5.1,261.408,25.317,22426.492,21419.467,,,
7,19,13,164,428,20,5.1,581.392,30.393,48678.648,46852.453,,,
7,19,14,232,443,18.8,5.1,627.906,30.578,52468.336,50502.727,,,
7,19,15,178,255,19.4,3,365.093,28.138,30716.197,29478.184,,,
7,19,16,154,234,18.3,6.1,292.141,22.73,24913.674,23840.027,,,
7,19,17,253,86,17.7,5.1,135.105,19.5,10521.866,9801.864,,,
7,19,18,213,39,16.6,4.1,30.286,16.047,2711.691,2151.369,,,
7,19,19,0,0,15.5,2,0,15.5,0,0,,,
7,19,20,0,0,15.5,1.5,0,15.5,0,0,,,
7,19,21,0,0,15,1.5,0,15,0,0,,,
7,19,22,0,0,14.4,1.5,0,14.4,0,0,,,
7,19,23,0,0,14.4,0,0,14.4,0,0,,,
7,20,0,0,0,13.8,0,0,13.8,0,0,,,
7,20,1,0,0,13.3,1.5,0,13.3,0,0,,,
7,20,2,0,0,13.3,2,0,13.3,0,0,,,
7,20,3,0,0,13.8,1.5,0,13.8,0,0,,,
7,20,4,0,0,14.4,1.5,0,14.4,0,0,,,
7,20,5,15,33,15,2.5,29.673,13.923,2682.209,2122.446,,,
7,20,6,93,74,16.6,0,87.746,17.363,7286.46,6635.358,,,
7,20,7,575,132,17.7,0,376.944,31.091,29703.33,28494.91,,,
7,20,8,461,179,19.4,3.6,473.865,29.432,39326.348,37821.363,,,
7,20,9,615,179,20.5,3.6,683.687,35.34,55690.512,53602.16,,,
7,20,10,722,215,21.1,2,897.478,44.779,69902.07,67226.305,,,
7,20,11,759,217,22.2,4.1,984.765,43.412,77285.133,74274.563,,,
7,20,12,400,377,22.7,3.6,790.138,40.862,62825.68,60451.793,,,
7,20,13,540,337,21.1,5.1,854.019,37.534,69028.008,66390.539,,,
7,20,14,628,281,20.5,3.6,802.56,38.712,64338.344,61901.492,,,
7,20,15,136,351,20,3,430.701,30.7,35871.09,34476.555,,,
7,20,16,235,125,19.4,2.5,226.575,24.715,18805.5,17891.354,,,
7,20,17,161,111,18.3,3.6,138.236,20.445,11252.71,10516.604,,,
7,20,18,25,35,17.2,2.5,31.59,16.644,2820.797,2258.4,,,
7,20,19,0,0,16.6,4.6,0,16.6,0,0,,,
7,20,20,0,0,16.1,2,0,16.1,0,0,,,
7,20,21,0,0,16.1,0,0,16.1,0,0,,,
7,20,22,0,0,16.1,0,0,16.1,0,0,,,
7,20,23,0,0,16.1,1.5,0,16.1,0,0,,,
7,21,0,0,0,16.1,0,0,16.1,0,0,,,
7,21,1,0,0,16.1,0,0,16.1,0,0,,,
7,21,2,0,0,16.1,2,0,16.1,0,0,,,
7,21,3,0,0,16.1,0,0,16.1,0,0,,,
7,21,4,0,0,16.1,0,0,16.1,0,0,,,
7,21,5,8,37,16.1,0,33.312,13.698,3014.163,2448.078,,,
7,21,6,38,85,16.6,0,87.1,17.384,7537.611,6881.3,,,
7,21,7,160,127,18.3,0,191.464,24.526,15981.898,15136.795,,,
7,21,8,150,370,19.4,2.5,454.973,29.724,38047.527,36583.941,,,
7,21,9,596,195,21.6,3,684.568,37.293,55230.516,53159.922,,,
7,21,10,536,247,22.2,5.1,757.528,36.642,61493.836,59174.684,,,
7,21,11,717,247,22.7,5.1,973.942,41.363,77241.594,74233.055,,,
7,21,12,673,220,22.7,4.6,905.112,41.479,71741.305,68984.023,,,
7,21,13,763,214,22.7,5.1,941.425,40.976,74777.063,71882.5,,,
7,21,14,867,114,22.2,6.1,828.309,36.722,67005.805,64455.844,,,
7,21,15,824,100,21.1,5.1,642.214,33.559,52103.582,50151.621,,,
7,21,16,747,80,20.5,4.1,415.585,29.379,32832.004,31530.941,,,
7,21,17,600,56,18.8,4.1,183.055,22.216,12684.086,11915.868,,,
7,21,18,243,30,17.2,3.6,23.093,16.587,2062.628,1514.555,,,
7,21,19,0,0,16.6,1.5,0,16.6,0,0,,,
7,21,20,0,0,16.1,0,0,16.1,0,0,,,
7,21,21,0,0,15.5,2,0,15.5,0,0,,,
7,21,22,0,0,15.5,1.5,0,15.5,0,0,,,
7,21,23,0,0,15.5,0,0,15.5,0,0,,,
7,22,0,0,0,15,0,0,15,0,0,,,
7,22,1,0,0,15,1.5,0,15,0,0,,,
7,22,2,0,0,13.8,0,0,13.8,0,0,,,
7,22,3,0,0,15,0,0,15,0,0,,,
7,22,4,0,0,15,0,0,15,0,0,,,
7,22,5,0,16,15,0,15.15,11.72,1382.9,847.486,,,
7,22,6,0,55,15.5,0,52.193,14.087,4714.463,4115.356,,,
7,22,7,0,89,16.1,0,84.555,17.052,7536.362,6880.077,,,
7,22,8,0,152,17.2,0,144.763,21.421,12647.291,11879.908,,,
7,22,9,408,289,20.5,4.1,624.444,32.819,51548.242,49616.973,,,
7,22,10,672,287,20.5,3,923.034,42.012,72927.391,70116.883,,,
7,22,11,692,299,21.6,5.6,1001.106,39.994,79949.836,76813.445,,,
7,22,12,694,300,21.6,6.1,1006.227,39.26,80657.828,77487.563,,,
7,22,13,676,289,21.6,5.1,934.833,39.903,74662.297,71772.984,,,
7,22,14,635,266,21.1,5.1,794.666,36.631,64368.633,61930.512,,,
7,22,15,563,228,21.6,5.6,596.931,32.497,48893.57,47059.613,,,
7,22,16,445,176,20.5,5.1,371.075,27.388,30236.885,29012.924,,,
7,22,17,255,110,18.8,4.1,157.399,21.564,12356.064,11595.273,,,
7,22,18,25,38,17.2,3.6,33.684,16.771,3006.053,2440.123,,,
7,22,19,0,0,15.5,1.5,0,15.5,0,0,,,
7,22,20,0,0,15.5,0,0,15.5,0,0,,,
7,22,21,0,0,15.5,0,0,15.5,0,0,,,
7,22,22,0,0,15.5,1.5,0,15.5,0,0,,,
7,22,23,0,0,13.8,0,0,13.8,0,0,,,
7,23,0,0,0,13.8,0,0,13.8,0,0,,,
7,23,1,0,0,12.2,2,0,12.2,0,0,,,
7,23,2,0,0,11.6,2,0,11.6,0,0,,,
7,23,3,0,0,11.6,2,0,11.6,0,0,,,
7,23,4,0,0,12.3,1.5,0,12.3,0,0,,,
7,23,5,0,14,13.3,3,13.251,11.857,1208.877,676.678,,,
7,23,6,0,47,15.5,2,44.578,14.803,4013.73,3428.363,,,
7,23,7,0,110,16.1,0,104.403,17.945,9267.758,8574.925,,,
7,23,8,847,95,18.3,0,636.237,40.799,49664.457,47802.512,,,
7,23,9,893,109,21.1,5.1,832.932,36.894,67281,64719.219,,,
7,23,10,918,118,21.6,5.1,974.011,40.377,77585.984,74561.344,,,
7,23,11,929,122,22.2,5.1,1047.749,42.589,82576.055,79313.078,,,
7,23,12,929,123,22.2,4.6,1051.422,44.012,82262.227,79014.516,,,
7,23,13,919,118,22.7,5.1,982.783,41.982,77657.602,74629.602,,,
7,23,14,894,110,22.7,8.2,846.939,35.035,69086.602,66446.578,,,
7,23,15,850,96,21.7,6.7,654.285,32.425,53366.938,51367.484,,,
