"PVWatts: Hourly PV Performance Data"
"Requested Location:","thousand oaks california"
"Location:","CAMARILLO (AWOS), CA"
"Lat (deg N):","34.22"
"Long (deg W):","119.08"
"Elev (m):","23"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.118"
"Capacity Factor (%)","18.0"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","14","1","0","0","12","2.6","0","12","0","0"
"11","14","2","0","0","11","1.5","0","11","0","0"
"11","14","3","0","0","11","1.5","0","11","0","0"
"11","14","4","0","0","10","0","0","10","0","0"
"11","14","5","0","0","11","3.1","0","11","0","0"
"11","14","6","0","0","11","2.6","0","11","0","0"
"11","14","7","468","44","14","0","222.601","20.546","175.783","166.945"
"11","14","8","735","64","19","2.1","483.371","30.699","390.519","375.558"
"11","14","9","699","111","21","2.6","630.45","36.198","507.98","488.945"
"11","14","10","819","107","20","3.6","792.443","37.538","638.125","613.976"
"11","14","11","799","124","19","4.6","830.151","35.961","674.89","649.183"
"11","14","12","821","117","19","2.6","823.997","39.718","656.938","631.998"
"11","14","13","657","162","21","2.6","686.097","38.4","548.858","528.285"
"11","14","14","576","132","21","2.6","507.621","33.793","410.404","394.79"
"11","14","15","473","98","19","3.1","318.343","26.247","256.903","245.953"
"11","14","16","207","11","17","0","66.039","20.591","46.762","40.779"
"11","14","17","0","0","16","0","0","16","0","0"
"11","14","18","0","0","16","1.5","0","16","0","0"
"11","14","19","0","0","14","2.1","0","14","0","0"
"11","14","20","0","0","13","0","0","13","0","0"
"11","14","21","0","0","13","2.6","0","13","0","0"
"11","14","22","0","0","13","3.1","0","13","0","0"
"11","14","23","0","0","13","2.6","0","13","0","0"
"11","15","0","0","0","13","2.6","0","13","0","0"
"11","15","1","0","0","13","1.5","0","13","0","0"
"11","15","2","0","0","12","0","0","12","0","0"
"11","15","3","0","0","12","2.1","0","12","0","0"
"11","15","4","0","0","12","2.1","0","12","0","0"
"11","15","5","0","0","11","1.5","0","11","0","0"
"11","15","6","0","0","11","1.5","0","11","0","0"
"11","15","7","353","62","22","8.2","200.343","24.029","158.369","149.952"
"11","15","8","667","75","26","12.3","459.239","30.647","371.552","357.201"
"11","15","9","775","88","27","9.8","652.812","35.125","528.313","508.52"
"11","15","10","824","101","28","13.4","787.658","36.132","638.626","614.456"
"11","15","11","775","135","28","11.8","824.861","37.374","665.888","640.567"
"11","15","12","839","109","29","11.3","828.125","38.731","663.434","638.218"
"11","15","13","744","127","29","11.3","711.786","37.343","572.031","550.558"
"11","15","14","687","114","28","12.9","557.097","33.848","449.469","432.528"
"11","15","15","521","89","27","10.8","328.223","30.689","258.209","247.224"
"11","15","16","224","10","25","8.7","68.477","25.41","46.925","40.939"
"11","15","17","0","0","24","9.3","0","24","0","0"
"11","15","18","0","0","23","9.3","0","23","0","0"
"11","15","19","0","0","22","7.2","0","22","0","0"
"11","15","20","0","0","21","5.7","0","21","0","0"
"11","15","21","0","0","21","7.7","0","21","0","0"
"11","15","22","0","0","21","8.7","0","21","0","0"
"11","15","23","0","0","21","8.2","0","21","0","0"
"11","16","0","0","0","21","9.8","0","21","0","0"
"11","16","1","0","0","21","9.8","0","21","0","0"
"11","16","2","0","0","21","9.8","0","21","0","0"
"11","16","3","0","0","21","11.3","0","21","0","0"
"11","16","4","0","0","20","11.8","0","20","0","0"
"11","16","5","0","0","20","12.3","0","20","0","0"
"11","16","6","0","0","20","10.3","0","20","0","0"
"11","16","7","498","39","22","11.8","225.221","23.903","173.833","165.043"
"11","16","8","644","80","23","10.8","450.991","27.936","369.721","355.429"
"11","16","9","769","88","25","10.8","646.744","32.507","530.049","510.191"
"11","16","10","789","113","27","9.8","771.205","36.802","623.205","599.675"
"11","16","11","829","118","28","8.7","845.001","39.748","673.944","648.278"
"11","16","12","845","108","28.4","8","830.174","40.651","658.6","633.59"
"11","16","13","701","137","28.4","7.4","689.733","39.087","549.537","528.938"
"11","16","14","675","114","28","6.7","548.907","36.909","436.163","419.68"
"11","16","15","408","96","23","3.6","288.141","29.29","229.709","219.495"
"11","16","16","172","10","19","3.1","56.7","19.492","40.672","34.808"
"11","16","17","0","0","18","0","0","18","0","0"
"11","16","18","0","0","16","1.5","0","16","0","0"
"11","16","19","0","0","13","1.5","0","13","0","0"
"11","16","20","0","0","11","0","0","11","0","0"
"11","16","21","0","0","11","0","0","11","0","0"
"11","16","22","0","0","10","0","0","10","0","0"
"11","16","23","0","0","9","0","0","9","0","0"
"11","17","0","0","0","10","1.5","0","10","0","0"
"11","17","1","0","0","10","1.5","0","10","0","0"
"11","17","2","0","0","9","0","0","9","0","0"
"11","17","3","0","0","12","2.6","0","12","0","0"
"11","17","4","0","0","9","1.5","0","9","0","0"
"11","17","5","0","0","9","2.1","0","9","0","0"
"11","17","6","0","0","11","0","0","11","0","0"
"11","17","7","365","53","16","1.5","192.744","19.612","154.243","145.924"
"11","17","8","571","88","21","3.1","419.179","29.83","340.938","327.543"
"11","17","9","431","192","27","7.7","525.593","34.522","427.977","411.773"
"11","17","10","777","144","28","6.2","798.566","41.425","630.54","606.707"
"11","17","11","781","131","30","8.2","821.798","41.923","648.246","623.673"
"11","17","12","772","140","30","11.3","808.94","39.518","645.531","621.072"
"11","17","13","614","170","30","9.8","656.949","38.473","525.28","505.602"
"11","17","14","734","101","29","9.3","569.487","36.463","452.991","435.927"
"11","17","15","556","87","28","6.2","339.205","33.605","262.418","251.316"
"11","17","16","231","9","19","4.6","66.985","19.641","46.52","40.542"
"11","17","17","0","0","17","2.6","0","17","0","0"
"11","17","18","0","0","17","1.5","0","17","0","0"
"11","17","19","0","0","21","4.6","0","21","0","0"
"11","17","20","0","0","18","4.6","0","18","0","0"
"11","17","21","0","0","18.5","4.9","0","18.5","0","0"
"11","17","22","0","0","19","5.1","0","19","0","0"
"11","17","23","0","0","22","7.2","0","22","0","0"
"11","18","0","0","0","21","6.7","0","21","0","0"
"11","18","1","0","0","22","7.7","0","22","0","0"
"11","18","2","0","0","21","7.2","0","21","0","0"
"11","18","3","0","0","23","9.8","0","23","0","0"
"11","18","4","0","0","23","9.8","0","23","0","0"
"11","18","5","0","0","23","9.8","0","23","0","0"
"11","18","6","0","0","23","11.3","0","23","0","0"
"11","18","7","484","39","24","10.3","218.458","26.018","166.647","158.032"
"11","18","8","682","70","26","11.8","456.82","30.76","368.589","354.333"
"11","18","9","710","104","27","12.3","623.32","33.648","508.063","489.025"
"11","18","10","842","99","28","12.3","793.669","36.676","641.521","617.23"
"11","18","11","829","111","28","12.9","833.43","36.916","674.097","648.424"
"11","18","12","797","116","29","10.8","796.548","38.649","638.282","614.127"
"11","18","13","757","120","29","10.8","709.754","37.559","569.521","548.147"
"11","18","14","585","130","29","8.7","507.973","35.977","405.925","390.459"
"11","18","15","364","111","28","7.7","282.149","31.932","223.106","213.066"
"11","18","16","149","11","25","6.7","53.286","25.229","37.893","32.083"
"11","18","17","0","0","23","3.6","0","23","0","0"
"11","18","18","0","0","21","3.6","0","21","0","0"
"11","18","19","0","0","19","2.6","0","19","0","0"
"11","18","20","0","0","17","2.6","0","17","0","0"
"11","18","21","0","0","18","3.1","0","18","0","0"
"11","18","22","0","0","12","0","0","12","0","0"
"11","18","23","0","0","15","2.6","0","15","0","0"
"11","19","0","0","0","16","2.1","0","16","0","0"
"11","19","1","0","0","11","1.5","0","11","0","0"
"11","19","2","0","0","13","2.1","0","13","0","0"
"11","19","3","0","0","12","0","0","12","0","0"
"11","19","4","0","0","10","2.6","0","10","0","0"
"11","19","5","0","0","12","1.5","0","12","0","0"
"11","19","6","0","0","11","2.1","0","11","0","0"
"11","19","7","433","42","15","2.6","203.77","18.393","161.716","153.22"
"11","19","8","703","64","22","2.1","457.62","32.96","364.77","350.635"
"11","19","9","809","76","25","3.6","654.822","39.125","518.813","499.376"
"11","19","10","830","97","27","2.1","779.915","47.219","597.278","574.802"
"11","19","11","763","134","25","3.6","806.839","43.048","632.711","608.788"
"11","19","12","839","107","25","3.6","819.135","43.364","640.737","616.48"
"11","19","13","801","108","25","3.6","727.142","41.426","572.004","550.532"
"11","19","14","748","100","23","2.6","574.988","37.478","454.821","437.693"
"11","19","15","521","88","22","2.1","325.654","30.707","255.806","244.887"
"11","19","16","210","8","19","0","60.87","22.494","41.729","35.844"
"11","19","17","0","0","17","0","0","17","0","0"
"11","19","18","0","0","13","3.6","0","13","0","0"
"11","19","19","0","0","12","3.1","0","12","0","0"
"11","19","20","0","0","13","0","0","13","0","0"
"11","19","21","0","0","12","0","0","12","0","0"
"11","19","22","0","0","11","3.1","0","11","0","0"
"11","19","23","0","0","11","0","0","11","0","0"
"11","20","0","0","0","19","6.7","0","19","0","0"
"11","20","1","0","0","19","6.7","0","19","0","0"
"11","20","2","0","0","17","5.1","0","17","0","0"
"11","20","3","0","0","18","5.1","0","18","0","0"
"11","20","4","0","0","18","6.2","0","18","0","0"
"11","20","5","0","0","17","4.6","0","17","0","0"
"11","20","6","0","0","18","7.2","0","18","0","0"
"11","20","7","412","39","22","6.2","192.462","24.255","148.42","140.239"
"11","20","8","647","71","25","7.2","436.273","31.171","351.102","337.394"
"11","20","9","773","84","28","9.8","637.445","35.925","513.193","493.965"
"11","20","10","794","108","29","7.7","762.048","40.339","604.664","581.89"
"11","20","11","720","149","31","8.7","786.43","41.97","620.132","596.727"
"11","20","12","773","122","31","9.8","784.787","41.147","620.914","597.478"
"11","20","13","683","149","31","8.7","684.872","40.562","541.482","521.191"
"11","20","14","442","157","29","8.2","451.2","35.407","362.557","348.491"
"11","20","15","437","98","28","5.7","301.438","33.073","235.454","225.087"
"11","20","16","174","9","20","2.6","55.914","20.601","39.69","33.845"
"11","20","17","0","0","18","2.6","0","18","0","0"
"11","20","18","0","0","17","0","0","17","0","0"
"11","20","19","0","0","16","1.5","0","16","0","0"
"11","20","20","0","0","13","0","0","13","0","0"
"11","20","21","0","0","18","4.1","0","18","0","0"
"11","20","22","0","0","18","4.6","0","18","0","0"
"11","20","23","0","0","18","4.6","0","18","0","0"
"11","21","0","0","0","18","4.1","0","18","0","0"
"11","21","1","0","0","17","4.1","0","17","0","0"
"11","21","2","0","0","15","3.1","0","15","0","0"
"11","21","3","0","0","14","2.1","0","14","0","0"
"11","21","4","0","0","14","2.1","0","14","0","0"
"11","21","5","0","0","14","2.6","0","14","0","0"
"11","21","6","0","0","14","3.6","0","14","0","0"
"11","21","7","457","38","16","2.6","205.33","19.444","161.025","152.545"
"11","21","8","635","72","23","3.1","429.592","32.105","344.059","330.568"
"11","21","9","680","108","27","6.7","602.311","36.477","483.902","465.744"
"11","21","10","747","125","28","6.7","746.402","40.048","593.17","570.859"
"11","21","11","846","108","26","5.7","838.739","41.096","664.1","638.855"
"11","21","12","858","95","24","3.1","817.685","43.337","639.541","615.333"
"11","21","13","683","164","26","4.6","699.332","40.417","553.356","532.61"
"11","21","14","169","191","24","2.6","313.645","32.128","258.051","247.07"
"11","21","15","0","38","22","1.5","35.991","22.396","31.302","25.619"
"11","21","16","0","3","19","4.1","2.831","17.68","2.516","0"
"11","21","17","0","0","18","0","0","18","0","0"
"11","21","18","0","0","18","3.1","0","18","0","0"
"11","21","19","0","0","17","1.5","0","17","0","0"
"11","21","20","0","0","14","2.1","0","14","0","0"
"11","21","21","0","0","16","2.6","0","16","0","0"
"11","21","22","0","0","13","0","0","13","0","0"
"11","21","23","0","0","13","1.5","0","13","0","0"
"11","22","0","0","0","12","2.1","0","12","0","0"
"11","22","1","0","0","12","0","0","12","0","0"
"11","22","2","0","0","12","1.5","0","12","0","0"
"11","22","3","0","0","11","2.1","0","11","0","0"
"11","22","4","0","0","12","1.5","0","12","0","0"
"11","22","5","0","0","12","1.5","0","12","0","0"
"11","22","6","0","0","13","0","0","13","0","0"
"11","22","7","379","41","16","0","182.137","20.84","142.964","134.911"
"11","22","8","684","61","21","1.5","439.223","32.423","350.376","336.69"
"11","22","9","773","83","24","2.6","632.579","39.086","501.044","482.264"
"11","22","10","782","114","27","3.6","759.388","43.702","592.198","569.926"
"11","22","11","858","98","26","4.6","835.443","43.031","654.899","630.045"
"11","22","12","821","112","27","5.7","805.573","41.635","635.608","611.564"
"11","22","13","714","130","26","5.7","685.095","38.428","547.244","526.733"
"11","22","14","599","132","23","3.6","516.309","34.612","415.104","399.333"
"11","22","15","525","95","21","2.1","334.298","29.751","263.992","252.847"
"11","22","16","203","8","18","1.5","59.586","19.094","41.654","35.771"
"11","22","17","0","0","17","0","0","17","0","0"
"11","22","18","0","0","16","0","0","16","0","0"
"11","22","19","0","0","14","0","0","14","0","0"
"11","22","20","0","0","12","2.1","0","12","0","0"
"11","22","21","0","0","11","0","0","11","0","0"
"11","22","22","0","0","10","0","0","10","0","0"
"11","22","23","0","0","11","2.1","0","11","0","0"
"11","23","0","0","0","11","0","0","11","0","0"
"11","23","1","0","0","11","0","0","11","0","0"
"11","23","2","0","0","11","0","0","11","0","0"
"11","23","3","0","0","11","0","0","11","0","0"
"11","23","4","0","0","9","0","0","9","0","0"
"11","23","5","0","0","10","1.5","0","10","0","0"
"11","23","6","0","0","11","0","0","11","0","0"
"11","23","7","283","47","12","0","154.902","15.528","126.247","118.578"
"11","23","8","261","135","16","2.1","292.56","22.501","248.721","237.996"
"11","23","9","58","193","17","2.1","243.023","22.64","210.586","200.873"
"11","23","10","225","275","20","3.1","481.395","30.396","402.209","386.866"
"11","23","11","144","284","20","4.1","433.882","28.948","365.491","351.332"
"11","23","12","12","204","20","3.1","212.335","24.577","182.761","173.752"
"11","23","13","75","233","22","3.6","303.118","27.876","256.445","245.508"
"11","23","14","124","202","21","2.6","293.749","27.555","247.535","236.842"
"11","23","15","118","126","19","4.1","195.214","22.426","165.835","157.239"
"11","23","16","45","10","16","2.6","25.798","15.444","20.693","15.211"
"11","23","17","0","0","15","1.5","0","15","0","0"
"11","23","18","0","0","13","0","0","13","0","0"
"11","23","19","0","0","13","2.6","0","13","0","0"
"11","23","20","0","0","12","1.5","0","12","0","0"
"11","23","21","0","0","12","2.6","0","12","0","0"
"11","23","22","0","0","12","0","0","12","0","0"
"11","23","23","0","0","9","2.6","0","9","0","0"
"11","24","0","0","0","9","3.6","0","9","0","0"
"11","24","1","0","0","9","3.1","0","9","0","0"
"11","24","2","0","0","8","2.6","0","8","0","0"
"11","24","3","0","0","8","2.6","0","8","0","0"
"11","24","4","0","0","8","0","0","8","0","0"
"11","24","5","0","0","7","2.1","0","7","0","0"
"11","24","6","0","0","8","0","0","8","0","0"
"11","24","7","323","41","11","0","162.355","14.828","131.452","123.665"
"11","24","8","616","72","14","2.1","415.25","23.775","345.555","332.018"
"11","24","9","668","108","16","0","589.387","39.079","467.104","449.545"
"11","24","10","723","127","19","1.5","724.986","39.727","576.921","555.255"
"11","24","11","762","127","20","2.1","790.147","40.901","626.202","602.548"
"11","24","12","791","114","21","3.1","780.871","39.486","622.797","599.284"
"11","24","13","603","195","22","3.1","670.859","37.97","537.6","517.457"
"11","24","14","65","176","20","5.1","226.94","24.219","194.727","185.418"
"11","24","15","284","141","19","2.1","286.322","25.581","236.019","225.636"
"11","24","16","107","11","17","1.5","44.001","17.409","33.34","27.617"
"11","24","17","0","0","16","0","0","16","0","0"
"11","24","18","0","0","13","0","0","13","0","0"
"11","24","19","0","0","12","2.1","0","12","0","0"
"11","24","20","0","0","11","0","0","11","0","0"
"11","24","21","0","0","11.5","1.3","0","11.5","0","0"
"11","24","22","0","0","12","2.6","0","12","0","0"
"11","24","23","0","0","11","1.5","0","11","0","0"
"11","25","0","0","0","11","3.1","0","11","0","0"
"11","25","1","0","0","9","2.1","0","9","0","0"
"11","25","2","0","0","9","0","0","9","0","0"
"11","25","3","0","0","9","3.6","0","9","0","0"
"11","25","4","0","0","10","2.6","0","10","0","0"
"11","25","5","0","0","10","2.6","0","10","0","0"
"11","25","6","0","0","10","0","0","10","0","0"
"11","25","7","0","15","11","4.1","14.18","9.719","13.058","7.719"
"11","25","8","172","132","12","3.1","235.495","15.998","207.012","197.39"
"11","25","9","609","141","17","2.1","580.956","31.273","478.872","460.894"
"11","25","10","640","162","17","2.1","697.247","35.271","567.504","546.208"
"11","25","11","822","113","18","3.6","817.839","36.276","663.242","638.034"
"11","25","12","821","105","18","3.1","793.64","36.921","641.073","616.801"
"11","25","13","777","111","18","3.6","706.801","34.07","576.535","554.885"
"11","25","14","711","110","19","4.6","559.63","30.358","458.31","441.061"
"11","25","15","363","98","18","4.1","270.311","23.594","221.748","211.744"
"11","25","16","136","8","17","3.1","46.003","17.152","33.591","27.864"
"11","25","17","0","0","17","0","0","17","0","0"
"11","25","18","0","0","16","3.1","0","16","0","0"
"11","25","19","0","0","15","0","0","15","0","0"
"11","25","20","0","0","15","3.1","0","15","0","0"
"11","25","21","0","0","16","2.1","0","16","0","0"
"11","25","22","0","0","13","2.1","0","13","0","0"
"11","25","23","0","0","12","2.1","0","12","0","0"
"11","26","0","0","0","14","1.5","0","14","0","0"
"11","26","1","0","0","13","1.5","0","13","0","0"
"11","26","2","0","0","13","2.6","0","13","0","0"
"11","26","3","0","0","13","2.1","0","13","0","0"
"11","26","4","0","0","12","2.1","0","12","0","0"
"11","26","5","0","0","11","2.1","0","11","0","0"
"11","26","6","0","0","10","0","0","10","0","0"
"11","26","7","218","47","11","0","132.731","13.435","110.126","102.818"
"11","26","8","581","81","16","2.6","404.403","24.807","335.033","321.818"
"11","26","9","615","119","17","2.1","562.94","31.331","463.575","446.141"
"11","26","10","764","115","18","1.5","739.786","39.07","590.425","568.223"
"11","26","11","780","121","18","3.1","795.017","36.771","643.156","618.797"
"11","26","12","797","114","19","5.7","783.176","33.104","644.646","620.225"
"11","26","13","690","135","19","3.1","669.708","35.012","544.001","523.614"
"11","26","14","679","108","19","1.5","538.136","34.975","430.927","414.623"
"11","26","15","515","92","19","0","326.478","34.037","252.333","241.509"
"11","26","16","190","7","17","0","55.514","20.333","38.572","32.749"
"11","26","17","0","0","16","2.6","0","16","0","0"
"11","26","18","0","0","15","2.6","0","15","0","0"
"11","26","19","0","0","12","4.1","0","12","0","0"
"11","26","20","0","0","12","3.6","0","12","0","0"
"11","26","21","0","0","12","4.6","0","12","0","0"
"11","26","22","0","0","12","8.2","0","12","0","0"
"11","26","23","0","0","11","6.7","0","11","0","0"
"11","27","0","0","0","8","2.1","0","8","0","0"
"11","27","1","0","0","7","0","0","7","0","0"
"11","27","2","0","0","4","1.5","0","4","0","0"
"11","27","3","0","0","5","0","0","5","0","0"
"11","27","4","0","0","6","3.1","0","6","0","0"
"11","27","5","0","0","7","2.6","0","7","0","0"
"11","27","6","0","0","8","2.6","0","8","0","0"
"11","27","7","354","36","8","2.1","164.535","10.461","134.282","126.43"
"11","27","8","663","61","12","2.6","420.291","21.312","352.428","338.679"
"11","27","9","754","85","16","3.6","613.052","29.239","509.06","489.985"
"11","27","10","722","127","18","6.2","719.547","30.062","600.339","577.74"
"11","27","11","768","124","19","5.7","787.298","33.075","648.594","624.006"
"11","27","12","767","120","18","5.7","768.882","31.829","636.837","612.742"
"11","27","13","789","109","18","4.1","711.526","33.409","582.142","560.27"
"11","27","14","686","107","17","6.7","540.809","25.649","452.891","435.831"
"11","27","15","516","93","16","4.1","327.976","22.796","267.508","256.265"
"11","27","16","189","7","14","0","55.406","17.264","39.083","33.25"
"11","27","17","0","0","11","0","0","11","0","0"
"11","27","18","0","0","9","3.1","0","9","0","0"
"11","27","19","0","0","9","3.1","0","9","0","0"
"11","27","20","0","0","8","2.1","0","8","0","0"
"11","27","21","0","0","8","0","0","8","0","0"
"11","27","22","0","0","6.9","0.8","0","6.9","0","0"
"11","27","23","0","0","6","1.5","0","6","0","0"
"11","28","0","0","0","7","3.1","0","7","0","0"
"11","28","1","0","0","6","0","0","6","0","0"
"11","28","2","0","0","6","0","0","6","0","0"
"11","28","3","0","0","5","1.5","0","5","0","0"
"11","28","4","0","0","4","0","0","4","0","0"
"11","28","5","0","0","4","0","0","4","0","0"
"11","28","6","0","0","6","1.5","0","6","0","0"
"11","28","7","439","29","9","0","180.71","13.637","142.958","134.905"
"11","28","8","641","65","16","3.1","414.151","24.687","341.984","328.558"
"11","28","9","771","80","17.8","2.3","616.976","33.107","502.594","483.758"
"11","28","10","823","93","19","1.5","753.307","40.575","596.347","573.908"
"11","28","11","798","115","21","1.5","795.943","44.073","620.385","596.971"
"11","28","12","834","104","19","5.1","799.238","34.39","653.584","628.786"
"11","28","13","746","117","19","5.1","688.864","32.289","566.768","545.501"
"11","28","14","614","118","18","3.1","509.37","30.136","417.985","402.118"
"11","28","15","525","92","17","3.1","330.623","24.541","267.309","256.071"
"11","28","16","191","7","15","2.6","56.004","15.603","39.814","33.966"
"11","28","17","0","0","13","1.5","0","13","0","0"
"11","28","18","0","0","11","0","0","11","0","0"
"11","28","19","0","0","9","2.6","0","9","0","0"
"11","28","20","0","0","9","3.1","0","9","0","0"
"11","28","21","0","0","8","1.5","0","8","0","0"
"11","28","22","0","0","9","3.1","0","9","0","0"
"11","28","23","0","0","8","1.5","0","8","0","0"
"11","29","0","0","0","6","0","0","6","0","0"
"11","29","1","0","0","7","1.5","0","7","0","0"
"11","29","2","0","0","6","0","0","6","0","0"
"11","29","3","0","0","6","1.5","0","6","0","0"
"11","29","4","0","0","7","2.1","0","7","0","0"
"11","29","5","0","0","5","3.1","0","5","0","0"
"11","29","6","0","0","6","0","0","6","0","0"
"11","29","7","341","34","9","0","156.692","12.519","126.35","118.679"
"11","29","8","623","67","13","1.5","405.879","23.452","337.064","323.788"
"11","29","9","759","81","16","1.5","608.423","33.024","495.736","477.149"
"11","29","10","828","92","17","2.1","754.304","36.782","608.54","585.609"
"11","29","11","810","110","17","1.5","798.738","40.346","634.474","610.477"
"11","29","12","773","133","18","3.1","786.464","36.715","635.909","611.853"
"11","29","13","460","215","18","6.7","579.124","27.376","488.956","470.616"
"11","29","14","33","166","17","4.6","196.854","20.716","172.029","163.284"
"11","29","15","103","108","17","3.6","167.095","19.719","143.645","135.576"
"11","29","16","37","8","16","2.1","21.184","15.219","17.016","11.603"
"11","29","17","0","0","16","1.5","0","16","0","0"
"11","29","18","0","0","16","1.5","0","16","0","0"
"11","29","19","0","0","16","2.6","0","16","0","0"
"11","29","20","0","0","16","2.1","0","16","0","0"
"11","29","21","0","0","14","2.6","0","14","0","0"
"11","29","22","0","0","13","0","0","13","0","0"
"11","29","23","0","0","11","0","0","11","0","0"
"11","30","0","0","0","9.9","1.1","0","9.9","0","0"
"11","30","1","0","0","9","2.1","0","9","0","0"
"11","30","2","0","0","11","1.5","0","11","0","0"
"11","30","3","0","0","10","0","0","10","0","0"
"11","30","4","0","0","8","0","0","8","0","0"
"11","30","5","0","0","9","2.1","0","9","0","0"
"11","30","6","0","0","9","0","0","9","0","0"
"11","30","7","348","33","12","3.1","156.988","14.06","125.326","117.678"
"11","30","8","639","63","14","3.1","407.859","22.485","339.784","326.425"
"11","30","9","770","78","16","1.5","610.574","33.09","497.142","478.504"
"11","30","10","787","104","18","2.1","734.872","37.269","591.453","569.211"
"11","30","11","762","127","20","3.1","781.944","38.41","627.274","603.576"
"11","30","12","821","108","19","4.1","791.183","36.08","641.563","617.271"
"11","30","13","790","106","19","3.1","706.695","35.869","571.08","549.644"
"11","30","14","738","99","18","3.6","561.961","30.71","458.914","441.643"
"11","30","15","510","98","17","3.6","331.115","24.264","268.573","257.3"
"11","30","16","183","7","15","1.5","54.392","15.876","38.775","32.948"
"11","30","17","0","0","14","1.5","0","14","0","0"
"11","30","18","0","0","13","1.5","0","13","0","0"
"11","30","19","0","0","13","0","0","13","0","0"
"11","30","20","0","0","11","0","0","11","0","0"
"11","30","21","0","0","10.7","0","0","10.7","0","0"
"11","30","22","0","0","10.4","0","0","10.4","0","0"
"11","30","23","0","0","10.1","0","0","10.1","0","0"
"12","1","0","0","0","9.9","0","0","9.9","0","0"
"12","1","1","0","0","9.6","0","0","9.6","0","0"
"12","1","2","0","0","9.3","0","0","9.3","0","0"
"12","1","3","0","0","9","0","0","9","0","0"
"12","1","4","0","0","9","1.5","0","9","0","0"
"12","1","5","0","0","10","1.5","0","10","0","0"
"12","1","6","0","0","8","0","0","8","0","0"
"12","1","7","269","38","9","0","135.761","11.53","111.063","103.734"
"12","1","8","528","101","13","1.5","390.814","22.935","326.724","313.761"
"12","1","9","197","201","13","2.1","353.81","21.907","306.356","294"
"12","1","10","550","183","16","2.1","641.265","32.197","529.757","509.91"
"12","1","11","780","118","17","4.1","785.164","33.723","644.582","620.164"
"12","1","12","797","116","17","4.6","784.414","33.026","645.731","621.264"
"12","1","13","578","195","17","4.6","649.439","30.302","540.24","519.996"
"12","1","14","39","163","16","4.6","197.175","19.839","172.911","164.144"
"12","1","15","191","129","16","3.1","231.903","20.413","197.104","187.735"
"12","1","16","68","9","15","3.1","30.091","14.632","23.395","17.862"
"12","1","17","0","0","15","3.1","0","15","0","0"
"12","1","18","0","0","15","0","0","15","0","0"
"12","1","19","0","0","14","1.5","0","14","0","0"
"12","1","20","0","0","14","1.5","0","14","0","0"
"12","1","21","0","0","14","1.5","0","14","0","0"
"12","1","22","0","0","14","0","0","14","0","0"
"12","1","23","0","0","14","1.5","0","14","0","0"
"12","2","0","0","0","14","0","0","14","0","0"
"12","2","1","0","0","14","0","0","14","0","0"
"12","2","2","0","0","14","1.5","0","14","0","0"
"12","2","3","0","0","14","0","0","14","0","0"
"12","2","4","0","0","14","2.1","0","14","0","0"
"12","2","5","0","0","14","0","0","14","0","0"
"12","2","6","0","0","14","0","0","14","0","0"
"12","2","7","0","13","14","0","12.295","10.516","11.283","5.976"
"12","2","8","0","40","14","1.5","37.909","12.977","34.412","28.67"
"12","2","9","0","67","15","2.1","63.596","14.913","57.232","51.04"
"12","2","10","0","84","15","4.1","79.805","15.358","71.676","65.19"
"12","2","11","0","108","15","3.1","103.448","16.011","92.638","85.71"
"12","2","12","0","185","15","3.1","183.29","17.998","162.665","154.146"
"12","2","13","0","167","15","4.1","165.747","17.498","147.431","139.273"
"12","2","14","0","105","14","3.1","102.446","15.198","92.077","85.161"
"12","2","15","0","66","14","2.6","64.827","14.132","58.545","52.326"
"12","2","16","0","5","14","3.1","4.723","12.553","4.296","0"
"12","2","17","0","0","14","3.1","0","14","0","0"
"12","2","18","0","0","14","2.1","0","14","0","0"
"12","2","19","0","0","14","3.1","0","14","0","0"
"12","2","20","0","0","13","0","0","13","0","0"
"12","2","21","0","0","13","1.5","0","13","0","0"
"12","2","22","0","0","12","1.5","0","12","0","0"
"12","2","23","0","0","12","1.5","0","12","0","0"
"12","3","0","0","0","10","2.6","0","10","0","0"
"12","3","1","0","0","10","3.6","0","10","0","0"
"12","3","2","0","0","9","2.1","0","9","0","0"
"12","3","3","0","0","8","2.1","0","8","0","0"
"12","3","4","0","0","7","2.6","0","7","0","0"
"12","3","5","0","0","8","1.5","0","8","0","0"
"12","3","6","0","0","7","2.6","0","7","0","0"
"12","3","7","429","25","9","2.1","168.308","11.573","132.825","125.006"
"12","3","8","658","56","12","2.6","403.084","20.893","337.196","323.916"
"12","3","9","775","81","14","2.6","612.49","28.686","509.083","490.007"
"12","3","10","834","85","16","1.5","744.637","37.46","598.387","575.866"
"12","3","11","834","97","17","1.5","798.464","40.306","634.154","610.17"
"12","3","12","791","116","17","3.6","777.92","34.65","635.241","611.213"
