"PVWatts: Hourly PV Performance Data"
"Requested Location:","thousand oaks california"
"Location:","CAMARILLO (AWOS), CA"
"Lat (deg N):","34.22"
"Long (deg W):","119.08"
"Elev (m):","23"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.118"
"Capacity Factor (%)","18.0"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","8","2","0","0","12","5.7","0","12","0","0"
"2","8","3","0","0","13","7.2","0","13","0","0"
"2","8","4","0","0","13","7.7","0","13","0","0"
"2","8","5","0","0","13","10.3","0","13","0","0"
"2","8","6","0","0","13","10.8","0","13","0","0"
"2","8","7","74","41","14","11.8","64.082","13.965","53.986","47.859"
"2","8","8","143","142","16","12.9","222.657","17.736","193.978","184.688"
"2","8","9","347","190","17","11.3","440.258","21.583","380.647","366.005"
"2","8","10","378","241","18","11.8","568.276","24.059","488.938","470.598"
"2","8","11","394","275","20","8.7","649.164","28.708","547.366","526.85"
"2","8","12","350","292","21","8.2","634.615","29.925","532.129","512.193"
"2","8","13","557","227","21","6.7","722.863","32.604","597.373","574.893"
"2","8","14","438","207","20","5.7","550.453","29.822","459.061","441.785"
"2","8","15","406","159","20","4.6","398.934","27.828","330.497","317.42"
"2","8","16","236","114","18","2.6","211.937","22.775","173.989","165.196"
"2","8","17","40","0","14","0","6.732","14.318","3.784","0"
"2","8","18","0","0","12","1.5","0","12","0","0"
"2","8","19","0","0","10","0","0","10","0","0"
"2","8","20","0","0","10","2.1","0","10","0","0"
"2","8","21","0","0","7","3.1","0","7","0","0"
"2","8","22","0","0","8","1.5","0","8","0","0"
"2","8","23","0","0","7","1.5","0","7","0","0"
"2","9","0","0","0","9","3.1","0","9","0","0"
"2","9","1","0","0","6","0","0","6","0","0"
"2","9","2","0","0","5","0","0","5","0","0"
"2","9","3","0","0","7","3.6","0","7","0","0"
"2","9","4","0","0","11","6.2","0","11","0","0"
"2","9","5","0","0","12","7.2","0","12","0","0"
"2","9","6","0","0","12","8.2","0","12","0","0"
"2","9","7","145","40","14","7.7","84.568","14.249","68.666","62.242"
"2","9","8","428","109","16","9.3","332.676","19.653","281.658","270.016"
"2","9","9","410","180","17","12.3","479.16","21.819","413.545","397.826"
"2","9","10","301","268","18","11.8","538.665","23.737","464.411","446.947"
"2","9","11","627","217","19","11.3","797.897","28.046","674.7","649.001"
"2","9","12","561","245","20","10.3","778.462","29.564","653.718","628.914"
"2","9","13","226","308","20","9.8","522.096","26.531","444.743","427.965"
"2","9","14","444","216","20","10.8","565.23","26.476","479.072","461.087"
"2","9","15","399","151","19","9.8","393.02","23.685","332.127","319.001"
"2","9","16","161","106","18","9.8","173.843","19.695","146.202","138.073"
"2","9","17","29","1","17","7.2","6.315","16.232","4.003","0"
"2","9","18","0","0","15","3.6","0","15","0","0"
"2","9","19","0","0","16","6.2","0","16","0","0"
"2","9","20","0","0","15","5.7","0","15","0","0"
"2","9","21","0","0","14","8.2","0","14","0","0"
"2","9","22","0","0","13","6.2","0","13","0","0"
"2","9","23","0","0","13","6.7","0","13","0","0"
"2","10","0","0","0","12","4.6","0","12","0","0"
"2","10","1","0","0","12","4.6","0","12","0","0"
"2","10","2","0","0","13","10.3","0","13","0","0"
"2","10","3","0","0","13","7.7","0","13","0","0"
"2","10","4","0","0","13","9.3","0","13","0","0"
"2","10","5","0","0","12","11.8","0","12","0","0"
"2","10","6","0","0","12","12.9","0","12","0","0"
"2","10","7","75","42","13","14.9","65.286","12.98","55.287","49.134"
"2","10","8","418","116","14","11.8","336.196","17.134","288.411","276.575"
"2","10","9","538","149","17","9.8","530.478","23.296","453.908","436.812"
"2","10","10","378","250","18","14.4","579.759","23.428","500.388","481.632"
"2","10","11","532","224","19","15.4","724.817","25.61","620.115","596.711"
"2","10","12","525","235","20","12.3","737.246","27.963","623.905","600.346"
"2","10","13","416","256","21","11.3","630.768","28.195","532.725","512.767"
"2","10","14","557","183","21","9.3","611.175","28.879","511.643","492.473"
"2","10","15","531","158","21","7.2","473.363","28.129","390.882","375.91"
"2","10","16","274","113","18","5.7","223.548","21.53","183.645","174.613"
"2","10","17","53","1","14","4.1","10.34","13.153","6.328","1.111"
"2","10","18","0","0","14","0","0","14","0","0"
"2","10","19","0","0","10","3.1","0","10","0","0"
"2","10","20","0","0","10","2.6","0","10","0","0"
"2","10","21","0","0","7","0","0","7","0","0"
"2","10","22","0","0","8","1.5","0","8","0","0"
"2","10","23","0","0","8","0","0","8","0","0"
"2","11","0","0","0","8","2.1","0","8","0","0"
"2","11","1","0","0","7","0","0","7","0","0"
"2","11","2","0","0","4","2.1","0","4","0","0"
"2","11","3","0","0","6","3.1","0","6","0","0"
"2","11","4","0","0","7","1.5","0","7","0","0"
"2","11","5","0","0","4","1.5","0","4","0","0"
"2","11","6","0","0","6","1.5","0","6","0","0"
"2","11","7","107","43","8","0","78.188","7.285","66.976","60.586"
"2","11","8","352","119","13","1.5","308.465","20.314","261.714","250.632"
"2","11","9","341","195","16","0","443.489","33.472","362.584","348.517"
"2","11","10","437","236","18","2.1","621.233","33.914","509.876","490.771"
"2","11","11","609","212","19","3.6","779.692","36.265","633.54","609.582"
"2","11","12","585","230","19","5.1","785.811","34.109","645.519","621.06"
"2","11","13","403","262","18","4.6","627.575","30.867","523.329","503.724"
"2","11","14","538","183","17","4.6","598.788","28.997","501.111","482.328"
"2","11","15","417","163","17","3.6","411.359","26.143","343.816","330.333"
"2","11","16","236","116","16","2.6","214.101","20.854","177.607","168.725"
"2","11","17","49","2","14","1.5","11.07","13.044","7.224","1.991"
"2","11","18","0","0","12","0","0","12","0","0"
"2","11","19","0","0","11","1.5","0","11","0","0"
"2","11","20","0","0","9","2.1","0","9","0","0"
"2","11","21","0","0","7","0","0","7","0","0"
"2","11","22","0","0","6","0","0","6","0","0"
"2","11","23","0","0","6","2.1","0","6","0","0"
"2","12","0","0","0","6","3.1","0","6","0","0"
"2","12","1","0","0","6","2.6","0","6","0","0"
"2","12","2","0","0","3","1.5","0","3","0","0"
"2","12","3","0","0","4","1.5","0","4","0","0"
"2","12","4","0","0","6","0","0","6","0","0"
"2","12","5","0","0","6","3.6","0","6","0","0"
"2","12","6","0","0","10.3","5.9","0","10.3","0","0"
"2","12","7","108","44","16","8.2","79.572","16.189","65.593","59.231"
"2","12","8","419","114","18","7.2","335.908","22.365","281.486","269.849"
"2","12","9","451","172","19","11.3","500.09","24.383","426.448","410.295"
"2","12","10","449","233","20","11.8","628.519","26.815","533.836","513.835"
"2","12","11","472","253","21","9.3","706.696","30.167","591.753","569.499"
"2","12","12","380","290","22","10.3","661.404","30.053","554.31","533.526"
"2","12","13","379","268","21.6","11.8","615.153","28.369","519.233","499.781"
"2","12","14","456","209","21","10.8","569.159","27.594","479.956","461.94"
"2","12","15","529","134","21","8.2","448.595","27.14","371.907","357.545"
"2","12","16","277","118","19","10.3","230.508","21.396","189.841","180.655"
"2","12","17","61","2","17","8.2","13.062","16.43","8.215","2.964"
"2","12","18","0","0","16","8.7","0","16","0","0"
"2","12","19","0","0","16","7.7","0","16","0","0"
"2","12","20","0","0","15","6.7","0","15","0","0"
"2","12","21","0","0","13","5.7","0","13","0","0"
"2","12","22","0","0","12","6.2","0","12","0","0"
"2","12","23","0","0","12","6.7","0","12","0","0"
"2","13","0","0","0","12","5.7","0","12","0","0"
"2","13","1","0","0","12","7.2","0","12","0","0"
"2","13","2","0","0","11","5.7","0","11","0","0"
"2","13","3","0","0","11","6.2","0","11","0","0"
"2","13","4","0","0","10","5.1","0","10","0","0"
"2","13","5","0","0","10","5.7","0","10","0","0"
"2","13","6","0","0","11","4.6","0","11","0","0"
"2","13","7","68","45","12","5.7","66.649","11.932","57.197","51.006"
"2","13","8","155","152","15","6.2","239.605","18.057","208.586","198.924"
"2","13","9","295","216","18","6.2","437.474","24.734","373.47","359.058"
"2","13","10","614","193","19","4.6","717.827","33.077","591.298","569.062"
"2","13","11","627","207","18","2.6","796.362","37.815","642.166","617.848"
"2","13","12","525","247","19","2.1","754.072","39.253","603.894","581.152"
"2","13","13","342","283","19","2.1","601.87","35.332","491.221","472.799"
"2","13","14","487","204","17","4.1","587.039","29.466","490.57","472.171"
"2","13","15","436","150","17","4.6","415.288","25.196","348.546","334.918"
"2","13","16","223","125","16","3.1","217.587","20.628","181.499","172.52"
"2","13","17","52","3","12","1.5","13.382","11.091","9.23","3.96"
"2","13","18","0","0","9","0","0","9","0","0"
"2","13","19","0","0","8","3.6","0","8","0","0"
"2","13","20","0","0","9","0","0","9","0","0"
"2","13","21","0","0","11","0","0","11","0","0"
"2","13","22","0","0","8","3.1","0","8","0","0"
"2","13","23","0","0","6","0","0","6","0","0"
"2","14","0","0","0","6","4.1","0","6","0","0"
"2","14","1","0","0","8","2.6","0","8","0","0"
"2","14","2","0","0","5","3.1","0","5","0","0"
"2","14","3","0","0","7","4.6","0","7","0","0"
"2","14","4","0","0","5","2.1","0","5","0","0"
"2","14","5","0","0","8","1.5","0","8","0","0"
"2","14","6","0","0","7","0","0","7","0","0"
"2","14","7","59","47","8","0","66.465","6.748","58.835","52.611"
"2","14","8","182","143","11","1.5","242.367","16.318","212.049","202.297"
"2","14","9","319","219","14","0","457.294","31.534","377.875","363.323"
"2","14","10","679","185","16","3.1","766.131","33.507","629.74","605.94"
"2","14","11","699","180","18","3.6","832.545","36.739","674.934","649.225"
"2","14","12","772","163","17","4.1","887.208","36.225","721.212","693.469"
"2","14","13","764","146","18","3.1","819.215","37.658","660.294","635.211"
"2","14","14","730","129","18","6.2","686.001","29.742","571.532","550.078"
"2","14","15","626","123","16","4.6","494.732","25.983","411.87","396.207"
"2","14","16","356","122","14","3.1","262.694","19.9","216.31","206.448"
"2","14","17","88","3","13","2.1","18.914","12.431","12.131","6.809"
"2","14","18","0","0","13","1.5","0","13","0","0"
"2","14","19","0","0","11","0","0","11","0","0"
"2","14","20","0","0","12","1.5","0","12","0","0"
"2","14","21","0","0","9","2.6","0","9","0","0"
"2","14","22","0","0","9","2.1","0","9","0","0"
"2","14","23","0","0","8","2.1","0","8","0","0"
"2","15","0","0","0","8","1.5","0","8","0","0"
"2","15","1","0","0","8","3.1","0","8","0","0"
"2","15","2","0","0","8","3.6","0","8","0","0"
"2","15","3","0","0","9","5.1","0","9","0","0"
"2","15","4","0","0","6","0","0","6","0","0"
"2","15","5","0","0","7","0","0","7","0","0"
"2","15","6","0","0","5","0","0","5","0","0"
"2","15","7","207","45","8","1.5","111.671","9.062","92.166","85.248"
"2","15","8","338","122","11","0","300.847","21.8","253.963","243.095"
"2","15","9","301","206","14","2.6","431.138","23.953","369.402","355.119"
"2","15","10","301","273","15","0","546.992","36.851","442.864","426.151"
"2","15","11","317","310","16","3.1","626.081","30.514","523.573","503.958"
"2","15","12","332","312","17","4.1","645.484","30.753","539.241","519.035"
"2","15","13","348","282","16","4.1","606.883","28.988","510.875","491.733"
"2","15","14","356","235","15","3.1","519.54","27.214","439.444","422.849"
"2","15","15","323","181","15","4.6","381.485","22.366","325.993","313.052"
"2","15","16","185","124","14","3.1","202.511","18.172","171.867","163.125"
"2","15","17","48","4","13","2.1","14.082","12.086","10.059","4.774"
"2","15","18","0","0","12","1.5","0","12","0","0"
"2","15","19","0","0","12","1.5","0","12","0","0"
"2","15","20","0","0","12","0","0","12","0","0"
"2","15","21","0","0","12","0","0","12","0","0"
"2","15","22","0","0","12","2.6","0","12","0","0"
"2","15","23","0","0","11","3.6","0","11","0","0"
"2","16","0","0","0","10","0","0","10","0","0"
"2","16","1","0","0","9","4.1","0","9","0","0"
"2","16","2","0","0","10","0","0","10","0","0"
"2","16","3","0","0","10","2.6","0","10","0","0"
"2","16","4","0","0","10","2.1","0","10","0","0"
"2","16","5","0","0","11","4.1","0","11","0","0"
"2","16","6","0","0","11","4.1","0","11","0","0"
"2","16","7","0","40","13","4.1","38.215","12.277","34.798","29.048"
"2","16","8","11","121","14","3.1","124.174","15.389","111.231","103.898"
"2","16","9","17","197","14","2.6","206.378","17.813","183.146","174.127"
"2","16","10","24","252","16","3.6","269.631","21.066","235.872","225.494"
"2","16","11","24","295","16","2.6","315.555","22.986","273.66","262.244"
"2","16","12","30","307","18","0","333.759","31.628","277.802","266.269"
"2","16","13","31","288","19","2.1","313.938","26.649","267.577","256.332"
"2","16","14","25","242","17","4.1","259.747","21.851","226.314","216.19"
"2","16","15","13","178","16","3.1","185.107","19.455","162.953","154.427"
"2","16","16","0","103","16","2.1","104.247","17.546","92.707","85.778"
"2","16","17","0","4","14","2.1","3.773","12.478","3.433","0"
"2","16","18","0","0","13","1.5","0","13","0","0"
"2","16","19","0","0","11","3.6","0","11","0","0"
"2","16","20","0","0","11","2.6","0","11","0","0"
"2","16","21","0","0","11","3.6","0","11","0","0"
"2","16","22","0","0","10","1.5","0","10","0","0"
"2","16","23","0","0","9","0","0","9","0","0"
"2","17","0","0","0","10","4.1","0","10","0","0"
"2","17","1","0","0","11","0","0","11","0","0"
"2","17","2","0","0","9.3","0","0","9.3","0","0"
"2","17","3","0","0","8","0","0","8","0","0"
"2","17","4","0","0","7","0","0","7","0","0"
"2","17","5","0","0","8","0","0","8","0","0"
"2","17","6","0","0","8","2.1","0","8","0","0"
"2","17","7","0","41","10","2.1","39.173","9.007","36.188","30.411"
"2","17","8","61","145","12","0","179.668","17.102","158.581","150.16"
"2","17","9","122","243","16","0","336.413","28.671","282.964","271.285"
"2","17","10","12","198","19","2.1","203.312","23.742","175.681","166.846"
"2","17","11","185","338","21","2.6","530.341","33.056","438.195","421.643"
"2","17","12","175","343","21","3.1","529.057","33.175","436.926","420.417"
"2","17","13","537","262","20","3.6","755.031","36.515","612.513","589.42"
"2","17","14","125","265","19","4.1","376.781","27.281","319.48","306.734"
"2","17","15","177","194","18","3.6","308.241","24.334","262.565","251.459"
"2","17","16","214","153","16","4.1","247.727","20.565","208.547","198.886"
"2","17","17","62","6","14","2.1","19.236","13.405","13.867","8.512"
"2","17","18","0","0","13","1.5","0","13","0","0"
"2","17","19","0","0","12","2.1","0","12","0","0"
"2","17","20","0","0","11","2.6","0","11","0","0"
"2","17","21","0","0","9","1.5","0","9","0","0"
"2","17","22","0","0","10","2.6","0","10","0","0"
"2","17","23","0","0","8.9","3.4","0","8.9","0","0"
"2","18","0","0","0","8","4.1","0","8","0","0"
"2","18","1","0","0","10","1.5","0","10","0","0"
"2","18","2","0","0","9","0","0","9","0","0"
"2","18","3","0","0","9","0","0","9","0","0"
"2","18","4","0","0","8","4.1","0","8","0","0"
"2","18","5","0","0","8.6","2.8","0","8.6","0","0"
"2","18","6","0","0","9","1.5","0","9","0","0"
"2","18","7","0","24","11","2.1","22.696","9.569","20.914","15.428"
"2","18","8","0","85","10","5.1","81.403","10.222","74.799","68.248"
"2","18","9","0","129","11","8.2","124.327","11.866","113.416","106.035"
"2","18","10","0","161","12","6.2","155.757","13.644","140.969","132.963"
"2","18","11","0","182","11","3.1","176.577","13.94","159.602","151.156"
"2","18","12","0","185","11","2.6","179.555","14.264","162.058","153.553"
"2","18","13","0","176","12","1.5","170.731","15.673","153.122","144.831"
"2","18","14","0","142","12.8","3.8","137.074","14.684","123.484","115.878"
"2","18","15","0","108","13.2","6.2","104.029","13.975","94.013","87.056"
"2","18","16","0","57","13.4","8.5","54.439","13.289","49.349","43.314"
"2","18","17","0","3","13","10.8","2.829","12.238","2.577","0"
"2","18","18","0","0","12","9.8","0","12","0","0"
"2","18","19","0","0","12","8.7","0","12","0","0"
"2","18","20","0","0","13","7.2","0","13","0","0"
"2","18","21","0","0","12","2.6","0","12","0","0"
"2","18","22","0","0","10","0","0","10","0","0"
"2","18","23","0","0","8","2.1","0","8","0","0"
"2","19","0","0","0","11","5.1","0","11","0","0"
"2","19","1","0","0","8","3.1","0","8","0","0"
"2","19","2","0","0","7","2.6","0","7","0","0"
"2","19","3","0","0","7","3.1","0","7","0","0"
"2","19","4","0","0","6","3.6","0","6","0","0"
"2","19","5","0","0","7","4.1","0","7","0","0"
"2","19","6","0","0","7","3.1","0","7","0","0"
"2","19","7","147","59","12","2.1","107.516","12.934","90.088","83.215"
"2","19","8","6","111","14","2.1","110.867","15.43","99.394","92.321"
"2","19","9","337","231","17","2.1","485.374","28.42","407.406","391.891"
"2","19","10","502","221","16","4.6","665.78","29.095","559.577","538.59"
"2","19","11","460","294","14","6.7","747.534","25.972","638.827","614.649"
"2","19","12","12","195","15","4.1","200.452","19.441","176.717","167.856"
"2","19","13","73","298","16","2.6","372.089","24.196","320.757","307.973"
"2","19","14","0","85","15","2.6","80.668","16.356","72.126","65.63"
"2","19","15","0","66","15","3.1","62.563","15.022","56.275","50.102"
"2","19","16","0","28","14","4.6","26.481","13.218","24.012","18.468"
"2","19","17","0","1","13","0","0.943","9.286","0.87","0"
"2","19","18","0","0","13","2.1","0","13","0","0"
"2","19","19","0","0","12","1.5","0","12","0","0"
"2","19","20","0","0","12","0","0","12","0","0"
"2","19","21","0","0","12","2.6","0","12","0","0"
"2","19","22","0","0","11","0","0","11","0","0"
"2","19","23","0","0","11","1.5","0","11","0","0"
"2","20","0","0","0","11","2.1","0","11","0","0"
"2","20","1","0","0","11","2.6","0","11","0","0"
"2","20","2","0","0","10","0","0","10","0","0"
"2","20","3","0","0","10","2.1","0","10","0","0"
"2","20","4","0","0","10","2.6","0","10","0","0"
"2","20","5","0","0","10","2.6","0","10","0","0"
"2","20","6","0","0","11","0","0","11","0","0"
"2","20","7","0","18","11","1.5","17.01","9.213","15.699","10.31"
"2","20","8","0","50","12","3.1","47.356","11.431","43.283","37.368"
"2","20","9","0","135","13","2.1","130.257","14.738","117.315","109.847"
"2","20","10","6","197","13","1.5","197.138","17.256","175.528","166.696"
"2","20","11","0","182","14","3.1","176.453","17.068","157.261","148.871"
"2","20","12","6","193","16","2.6","192.956","19.643","169.956","161.26"
"2","20","13","37","296","16","2.1","339.021","23.856","292.779","280.818"
"2","20","14","19","244","14","6.7","256.653","17.5","228.172","217.999"
"2","20","15","78","189","13","5.7","239.892","16.464","213.007","203.231"
"2","20","16","250","146","12","5.7","250.693","15.627","214.6","204.782"
"2","20","17","82","8","12","2.6","25.191","11.525","18.268","12.832"
"2","20","18","0","0","11","2.1","0","11","0","0"
"2","20","19","0","0","11","1.5","0","11","0","0"
"2","20","20","0","0","10","2.1","0","10","0","0"
"2","20","21","0","0","9","2.1","0","9","0","0"
"2","20","22","0","0","9","3.1","0","9","0","0"
"2","20","23","0","0","9","2.6","0","9","0","0"
"2","21","0","0","0","9","2.6","0","9","0","0"
"2","21","1","0","0","9","3.1","0","9","0","0"
"2","21","2","0","0","9","3.1","0","9","0","0"
"2","21","3","0","0","9","3.6","0","9","0","0"
"2","21","4","0","0","9","3.1","0","9","0","0"
"2","21","5","0","0","9","3.6","0","9","0","0"
"2","21","6","0","0","9","3.6","0","9","0","0"
"2","21","7","110","58","10","4.1","92.653","10.439","79.415","72.768"
"2","21","8","6","116","11","5.1","115.824","12.018","105.442","98.237"
"2","21","9","0","109","11","4.6","104.206","11.886","95.053","88.073"
"2","21","10","0","167","13","5.7","161.629","14.823","145.514","137.401"
"2","21","11","0","123","14","4.6","117.635","15.284","105.687","98.477"
"2","21","12","0","142","13","4.6","136.378","14.577","122.916","115.323"
"2","21","13","0","143","13","4.6","137.462","14.634","123.862","116.247"
"2","21","14","0","92","13","4.6","87.377","13.602","79.097","72.456"
"2","21","15","0","66","12","5.7","62.564","11.981","57.044","50.856"
"2","21","16","0","40","12","5.1","37.865","11.46","34.604","28.858"
"2","21","17","0","2","11","5.1","1.886","9.707","1.737","0"
"2","21","18","0","0","11","5.7","0","11","0","0"
"2","21","19","0","0","11","6.2","0","11","0","0"
"2","21","20","0","0","11","6.7","0","11","0","0"
"2","21","21","0","0","11","5.7","0","11","0","0"
"2","21","22","0","0","11","9.3","0","11","0","0"
"2","21","23","0","0","11","10.3","0","11","0","0"
"2","22","0","0","0","11","8.2","0","11","0","0"
"2","22","1","0","0","11","8.2","0","11","0","0"
"2","22","2","0","0","11","8.2","0","11","0","0"
"2","22","3","0","0","11","7.2","0","11","0","0"
"2","22","4","0","0","11","6.7","0","11","0","0"
"2","22","5","0","0","11","6.2","0","11","0","0"
"2","22","6","0","0","11","5.1","0","11","0","0"
"2","22","7","0","38","12","4.6","35.983","11.272","32.911","27.197"
"2","22","8","0","77","13","4.1","73.247","13.126","66.446","60.067"
"2","22","9","0","119","13","4.1","114.11","14.105","103.064","95.911"
"2","22","10","0","139","14","2.6","133.537","15.929","119.627","112.108"
"2","22","11","60","293","15","5.1","356.771","20.806","312.519","299.981"
"2","22","12","0","154","14","4.6","148.268","16.274","132.616","124.802"
"2","22","13","0","111","13","2.1","105.868","14.421","95.484","88.496"
"2","22","14","0","92","14","5.1","87.372","14.52","78.768","72.134"
"2","22","15","0","65","13","2.6","61.614","12.987","55.927","49.762"
"2","22","16","0","93","13","3.1","91.626","13.646","82.926","76.204"
"2","22","17","0","6","12","2.6","5.662","10.535","5.196","0"
"2","22","18","0","0","12","2.6","0","12","0","0"
"2","22","19","0","0","12","0","0","12","0","0"
"2","22","20","0","0","11","2.6","0","11","0","0"
"2","22","21","0","0","11","2.6","0","11","0","0"
"2","22","22","0","0","11","2.1","0","11","0","0"
"2","22","23","0","0","11","0","0","11","0","0"
"2","23","0","0","0","11","0","0","11","0","0"
"2","23","1","0","0","11","0","0","11","0","0"
"2","23","2","0","0","11","0","0","11","0","0"
"2","23","3","0","0","9","0","0","9","0","0"
"2","23","4","0","0","9","1.5","0","9","0","0"
"2","23","5","0","0","8","0","0","8","0","0"
"2","23","6","0","0","8","0","0","8","0","0"
"2","23","7","505","41","11","2.1","197.155","14.381","152.663","144.382"
"2","23","8","733","70","12","2.6","458.697","22.362","382.303","367.609"
"2","23","9","663","180","13","2.6","666.236","29.166","555.889","535.045"
"2","23","10","136","303","14","1.5","437.511","27.319","371.461","357.113"
"2","23","11","699","235","14","3.6","906.036","33.747","745.827","716.97"
"2","23","12","893","120","15","3.1","962.367","38.021","775.607","745.373"
"2","23","13","890","114","16","5.1","903.702","33.631","743.418","714.671"
"2","23","14","845","115","15","4.1","766.36","31.89","632.479","608.565"
"2","23","15","755","108","15","4.1","563.088","27.313","466.217","448.689"
"2","23","16","505","109","14","3.1","306.831","21.123","248.452","237.734"
"2","23","17","185","8","13","2.6","41.747","13.138","27.246","21.641"
"2","23","18","0","0","12","2.1","0","12","0","0"
"2","23","19","0","0","11","2.1","0","11","0","0"
"2","23","20","0","0","12","2.1","0","12","0","0"
"2","23","21","0","0","11","3.6","0","11","0","0"
"2","23","22","0","0","10","2.6","0","10","0","0"
"2","23","23","0","0","10","3.6","0","10","0","0"
"2","24","0","0","0","10","4.1","0","10","0","0"
"2","24","1","0","0","9","3.1","0","9","0","0"
"2","24","2","0","0","8","0","0","8","0","0"
"2","24","3","0","0","10","2.6","0","10","0","0"
"2","24","4","0","0","10","2.1","0","10","0","0"
"2","24","5","0","0","10.6","1.1","0","10.6","0","0"
"2","24","6","0","0","11","0","0","11","0","0"
"2","24","7","161","69","12","1.5","123.208","13.472","103.577","96.413"
"2","24","8","101","164","13","1.5","220.056","17.905","193.057","183.79"
"2","24","9","76","235","13","2.6","294.871","19.325","259.482","248.462"
"2","24","10","254","304","14","3.1","536.5","25.853","458.469","441.214"
"2","24","11","741","208","15","3.6","917.891","35.186","750.257","721.197"
"2","24","12","754","210","16","5.1","940.222","34.257","772.154","742.081"
"2","24","13","335","315","15","4.1","636.959","29.232","535.813","515.737"
"2","24","14","311","271","16","4.1","529.949","27.333","448.616","431.704"
"2","24","15","566","194","15","4.1","543.215","26.41","454.438","437.324"
"2","24","16","157","141","14","3.6","209.851","18.474","179.575","170.644"
"2","24","17","59","11","13","2.6","23.803","12.381","18.266","12.83"
"2","24","18","0","0","13","2.1","0","13","0","0"
"2","24","19","0","0","12","0","0","12","0","0"
"2","24","20","0","0","12","0","0","12","0","0"
"2","24","21","0","0","12","0","0","12","0","0"
"2","24","22","0","0","12","1.5","0","12","0","0"
"2","24","23","0","0","12","2.6","0","12","0","0"
"2","25","0","0","0","12","3.1","0","12","0","0"
"2","25","1","0","0","12","2.6","0","12","0","0"
"2","25","2","0","0","12","2.6","0","12","0","0"
"2","25","3","0","0","12","3.4","0","12","0","0"
"2","25","4","0","0","12","4.1","0","12","0","0"
"2","25","5","0","0","12","2.6","0","12","0","0"
"2","25","6","0","0","12","2.6","0","12","0","0"
"2","25","7","0","55","12","1.5","52.929","11.334","48.398","42.382"
"2","25","8","0","69","13","1.5","65.415","12.967","59.383","53.148"
"2","25","9","0","83","13","3.1","78.759","13.343","71.377","64.897"
"2","25","10","0","106","14","4.6","100.972","14.787","90.919","84.029"
"2","25","11","0","165","14","3.6","159.151","16.281","142.346","134.307"
"2","25","12","0","142","14","2.6","136.3","16.133","121.99","114.417"
"2","25","13","0","169","14","2.1","163.272","16.956","145.587","137.473"
"2","25","14","0","112","14","2.1","106.943","15.515","95.981","88.982"
"2","25","15","0","97","13","0","92.673","15.109","83.326","76.596"
"2","25","16","0","38","13","2.1","35.965","12.304","32.745","27.034"
"2","25","17","0","3","14","5.1","2.829","12.759","2.571","0"
"2","25","18","0","0","14","4.1","0","14","0","0"
"2","25","19","0","0","14","6.2","0","14","0","0"
"2","25","20","0","0","15","7.7","0","15","0","0"
"2","25","21","0","0","14","8.2","0","14","0","0"
"2","25","22","0","0","14","9.8","0","14","0","0"
"2","25","23","0","0","14","8.2","0","14","0","0"
"2","26","0","0","0","11","7.2","0","11","0","0"
"2","26","1","0","0","11","5.7","0","11","0","0"
"2","26","2","0","0","11","3.1","0","11","0","0"
"2","26","3","0","0","11","4.1","0","11","0","0"
"2","26","4","0","0","11","0","0","11","0","0"
"2","26","5","0","0","11","3.1","0","11","0","0"
"2","26","6","0","0","11","1.5","0","11","0","0"
"2","26","7","30","64","12","2.6","72.923","11.998","64.997","58.648"
"2","26","8","488","144","13","4.6","415.338","20.23","354.029","340.229"
"2","26","9","559","166","14","4.1","583.001","26.045","494.143","475.615"
"2","26","10","562","235","15","4.6","739.106","29.749","619.55","596.17"
"2","26","11","167","362","16","4.1","541.573","27.787","459.088","441.812"
"2","26","12","115","361","16","4.6","482.726","25.479","413.747","398.022"
"2","26","13","402","311","16","4.6","691.273","29.607","580.432","558.628"
"2","26","14","192","295","15","5.7","459.186","23.077","397.048","381.875"
"2","26","15","312","202","15","6.2","401.245","21.35","345.563","332.026"
"2","26","16","294","149","13","6.7","271.57","16.807","230.607","220.369"
"2","26","17","118","14","13","5.1","38.445","12.823","28.146","22.523"
"2","26","18","0","0","12","2.6","0","12","0","0"
"2","26","19","0","0","12","2.1","0","12","0","0"
"2","26","20","0","0","12","1.5","0","12","0","0"
"2","26","21","0","0","11","0","0","11","0","0"
"2","26","22","0","0","12","1.5","0","12","0","0"
"2","26","23","0","0","11","2.1","0","11","0","0"
"2","27","0","0","0","8","1.5","0","8","0","0"
"2","27","1","0","0","8","0","0","8","0","0"
"2","27","2","0","0","8","0","0","8","0","0"
"2","27","3","0","0","8","1.5","0","8","0","0"
"2","27","4","0","0","7","0","0","7","0","0"
"2","27","5","0","0","6","2.1","0","6","0","0"
"2","27","6","62","0","7","3.1","7.539","5.432","3.595","0"
"2","27","7","526","45","9","2.1","212.245","12.807","166.987","158.363"
"2","27","8","680","87","12","2.1","458.365","23.092","382.647","367.941"
