,W_ac,,
8232,0,,
8233,2.336012732,,
8234,6.036756109,,
8235,5.126025404,,
8236,2.083314543,,
8237,0,,
8238,0,,
8239,0,,
8240,0,,
8241,0,,
8242,0,,
8243,0,,
8244,0,,
8245,0,,
8246,0,,
8247,0,,
8248,0,,
8249,0,,
8250,0,,
8251,0,,
8252,0,,
8253,0,,
8254,0,,
8255,0,,
8256,0,,
8257,0,,
8258,0,,
8259,0,,
8260,0,,
8261,0,,
8262,0,,
8263,0,,
8264,0,,
8265,0,,
8266,0,,
8267,0,,
8268,0,,
8269,0,,
8270,0,,
8271,0,,
8272,0,,
8273,0,,
8274,0,,
8275,0,,
8276,0,,
8277,0,,
8278,3.472564103,,
8279,8.853059762,,
8280,17.48549585,,
8281,30.19090099,,
8282,47.63952031,,
8283,70.23972967,,
8284,98.37373276,,
8285,132.4117981,,
8286,171.7270574,,
8287,213.9592846,,
8288,256.5748106,,
8289,297.0650052,,
8290,335.0191671,,
8291,373.6768787,,
8292,416.6434113,,
8293,467.4788965,,
8294,525.9505064,,
8295,585.2197458,,
8296,637.7855724,,
8297,676.1796319,,
8298,695.6882045,,
8299,696.399382,,
8300,678.8834479,,
8301,643.7526875,,
8302,595.1690831,,
8303,543.4881017,,
8304,499.6878906,,
8305,474.6386361,,
8306,470.0600343,,
8307,471.6912584,,
8308,463.6629293,,
8309,430.2517816,,
8310,368.1546626,,
8311,295.779176,,
8312,233.7208567,,
8313,202.4209941,,
8314,209.1715766,,
8315,238.25786,,
8316,271.6438182,,
8317,291.3847496,,
8318,287.3438734,,
8319,263.0582528,,
8320,223.4462173,,
8321,173.4340497,,
8322,118.6299998,,
8323,65.83773951,,
8324,21.98183945,,
8325,0,,
8326,0,,
8327,0,,
8328,0,,
8329,0,,
8330,4.294322034,,
8331,3.665381261,,
8332,0,,
8333,0,,
8334,0,,
8335,0,,
8336,0,,
8337,0,,
8338,0,,
8339,0,,
8340,0,,
8341,0,,
8342,0,,
8343,0,,
8344,0,,
8345,0,,
8346,0,,
8347,0,,
8348,0,,
8349,0,,
8350,0,,
8351,0,,
8352,0,,
8353,0,,
8354,0,,
8355,0,,
8356,0,,
8357,0,,
8358,0,,
8359,0,,
8360,0,,
8361,0,,
8362,0,,
8363,0,,
8364,0,,
8365,0,,
8366,0,,
8367,0,,
8368,0,,
8369,0,,
8370,0,,
8371,0,,
8372,0,,
8373,0,,
8374,0,,
8375,4.718721952,,
8376,10.2999413,,
8377,19.21044785,,
8378,31.29439494,,
8379,44.64689209,,
8380,57.18321253,,
8381,66.84172104,,
8382,73.62984546,,
8383,81.23276,,
8384,93.71422927,,
8385,115.1085246,,
8386,146.799394,,
8387,185.4549154,,
8388,227.2571602,,
8389,268.4228694,,
8390,308.2937703,,
8391,351.7765708,,
8392,404.3521924,,
8393,471.4353232,,
8394,552.4528663,,
8395,636.1587492,,
8396,710.2043293,,
8397,762.3165623,,
8398,787.0771794,,
8399,791.2976294,,
8400,783.0542361,,
8401,770.3874951,,
8402,758.0795226,,
8403,745.0936973,,
8404,729.7908795,,
8405,710.5418506,,
8406,686.6223787,,
8407,658.9258391,,
8408,628.5133037,,
8409,596.4421085,,
8410,563.4277563,,
8411,529.5741762,,
8412,494.9218212,,
8413,459.4967466,,
8414,422.0038239,,
8415,378.7819923,,
8416,325.9243387,,
8417,259.5825129,,
8418,181.2982679,,
8419,102.2747607,,
8420,34.72027757,,
8421,0,,
8422,0,,
8423,0,,
8424,0,,
8425,2.472766032,,
8426,6.697222023,,
8427,5.746077267,,
8428,2.377761796,,
8429,0,,
8430,0,,
8431,0,,
8432,0,,
8433,0,,
8434,0,,
8435,0,,
8436,0,,
8437,0,,
8438,0,,
8439,0,,
8440,0,,
8441,0,,
8442,0,,
8443,0,,
8444,0,,
8445,0,,
8446,0,,
8447,0,,
8448,0,,
8449,0,,
8450,0,,
8451,0,,
8452,0,,
8453,0,,
8454,0,,
8455,0,,
8456,0,,
8457,0,,
8458,0,,
8459,0,,
8460,0,,
8461,0,,
8462,0,,
8463,0,,
8464,0,,
8465,0,,
8466,0,,
8467,0,,
8468,0,,
8469,0,,
8470,4.0696924,,
8471,8.785537744,,
8472,14.37402941,,
8473,20.41436648,,
8474,27.1521672,,
8475,36.0432389,,
8476,48.67137227,,
8477,66.59715719,,
8478,89.14646355,,
8479,111.5832199,,
8480,128.7412827,,
8481,135.5175138,,
8482,132.8961379,,
8483,132.9364021,,
8484,148.8715299,,
8485,193.8348261,,
8486,271.2761563,,
8487,367.0114205,,
8488,464.9850967,,
8489,549.2170613,,
8490,611.0568136,,
8491,655.2138675,,
8492,687.8172372,,
8493,714.9553702,,
8494,738.7610265,,
8495,754.150038,,
8496,755.2705439,,
8497,736.3379416,,
8498,698.1463156,,
8499,653.5033922,,
8500,616.496327,,
8501,601.1012822,,
8502,610.4043827,,
8503,627.5863959,,
8504,633.7057357,,
8505,609.9455586,,
8506,549.7659986,,
8507,469.0886112,,
8508,386.2326312,,
8509,319.4157372,,
8510,276.8296379,,
8511,248.3058418,,
8512,221.7136843,,
8513,184.9992628,,
8514,133.7103752,,
8515,77.32853937,,
8516,26.82611872,,
8517,0,,
8518,0,,
8519,0,,
8520,0,,
8521,0,,
8522,5.117116429,,
8523,4.413259943,,
8524,0,,
8525,0,,
8526,0,,
8527,0,,
8528,0,,
8529,0,,
8530,0,,
8531,0,,
8532,0,,
8533,0,,
8534,0,,
8535,0,,
8536,0,,
8537,0,,
8538,0,,
8539,0,,
8540,0,,
8541,0,,
8542,0,,
8543,0,,
8544,0,,
8545,0,,
8546,0,,
8547,0,,
8548,0,,
8549,0,,
8550,0,,
8551,0,,
8552,0,,
8553,0,,
8554,0,,
8555,0,,
8556,0,,
8557,0,,
8558,0,,
8559,0,,
8560,0,,
8561,0,,
8562,0,,
8563,0,,
8564,0,,
8565,0,,
8566,2.246409877,,
8567,6.444981275,,
8568,13.99907958,,
8569,26.01057245,,
8570,42.06950908,,
8571,58.95833853,,
8572,73.15418296,,
8573,81.17600111,,
8574,83.88529225,,
8575,90.21563697,,
8576,109.979474,,
8577,152.906668,,
8578,220.1288653,,
8579,296.7800617,,
8580,366.250469,,
8581,412.04061,,
8582,429.1739252,,
8583,434.1331945,,
8584,445.743031,,
8585,482.7113318,,
8586,551.5151883,,
8587,635.832725,,
8588,716.851159,,
8589,775.843759,,
8590,803.1300293,,
8591,805.90799,,
8592,793.221864,,
8593,774.0799518,,
8594,753.7020872,,
8595,730.2329467,,
8596,701.0424171,,
8597,663.5179388,,
8598,616.9041277,,
8599,563.917217,,
8600,507.6540518,,
8601,451.2074038,,
8602,397.2376941,,
8603,347.5963944,,
8604,304.0461845,,
8605,268.3310329,,
8606,240.2025841,,
8607,215.6812539,,
8608,190.3774366,,
8609,159.9307551,,
8610,123.1030196,,
8611,84.50875523,,
8612,49.40638089,,
8613,23.028554,,
8614,7.84724475,,
8615,0,,
8616,0,,
8617,0,,
8618,0,,
8619,0,,
8620,0,,
8621,0,,
8622,0,,
8623,0,,
8624,0,,
8625,0,,
8626,0,,
8627,0,,
8628,0,,
8629,0,,
8630,0,,
8631,0,,
8632,0,,
8633,0,,
8634,0,,
8635,0,,
8636,0,,
8637,0,,
8638,0,,
8639,0,,
8640,0,,
8641,0,,
8642,0,,
8643,0,,
8644,0,,
8645,0,,
8646,0,,
8647,0,,
8648,0,,
8649,0,,
8650,0,,
8651,0,,
8652,0,,
8653,0,,
8654,0,,
8655,0,,
8656,0,,
8657,0,,
8658,0,,
8659,0,,
8660,0,,
8661,0,,
8662,6.553591184,,
8663,18.3852319,,
8664,39.20763469,,
8665,71.87750781,,
8666,116.9926706,,
8667,170.860621,,
8668,229.3091694,,
8669,288.177413,,
8670,344.5702623,,
8671,397.9990494,,
8672,448.2444711,,
8673,495.088496,,
8674,538.4562453,,
8675,578.5452408,,
8676,615.5835305,,
8677,649.7991279,,
8678,681.4161551,,
8679,710.6513211,,
8680,737.7205036,,
8681,762.8360922,,
8682,785.8154188,,
8683,805.7226591,,
8684,821.5373925,,
8685,832.2454621,,
8686,837.5444836,,
8687,838.4903032,,
8688,836.291502,,
8689,832.1457246,,
8690,826.0037018,,
8691,815.4345264,,
8692,797.7391642,,
8693,770.2384952,,
8694,732.5314106,,
8695,688.5719488,,
8696,642.8050177,,
8697,599.6515913,,
8698,560.7857417,,
8699,522.6250256,,
8700,480.9938561,,
8701,431.7421476,,
8702,373.6562889,,
8703,311.1472315,,
8704,249.2613293,,
8705,193.0284688,,
8706,145.5759561,,
8707,106.3834466,,
8708,74.51805,,
8709,49.04826738,,
8710,29.20386924,,
8711,14.52410464,,
8712,4.583264486,,
8713,0,,
8714,0,,
8715,0,,
8716,0,,
8717,0,,
8718,0,,
8719,0,,
8720,0,,
8721,0,,
8722,0,,
8723,0,,
8724,0,,
8725,0,,
8726,0,,
8727,0,,
8728,0,,
8729,0,,
8730,0,,
8731,0,,
8732,0,,
8733,0,,
8734,0,,
8735,0,,
8736,0,,
8737,0,,
8738,0,,
8739,0,,
8740,0,,
8741,0,,
8742,0,,
8743,0,,
8744,0,,
8745,0,,
8746,0,,
8747,0,,
8748,0,,
8749,0,,
8750,0,,
8751,0,,
8752,0,,
8753,0,,
8754,0,,
8755,0,,
8756,0,,
8757,0,,
8758,12.04711842,,
8759,28.05460157,,
8760,49.99023794,,
8761,78.10042491,,
8762,112.8490928,,
8763,155.1227526,,
8764,205.8564811,,
8765,265.9498146,,
8766,331.9835918,,
8767,392.141229,,
8768,433.6399533,,
8769,443.7795679,,
8770,419.9283638,,
8771,379.0505707,,
8772,340.3676605,,
8773,323.0255717,,
8774,336.9289972,,
8775,373.9797899,,
8776,424.0036996,,
8777,476.8405192,,
8778,524.0540829,,
8779,560.569986,,
8780,581.7019477,,
8781,582.8148385,,
8782,565.5746239,,
8783,543.9455403,,
8784,533.3133129,,
8785,548.9685205,,
8786,594.4408699,,
8787,650.2839626,,
8788,694.3926893,,
8789,704.7583299,,
8790,671.327653,,
8791,607.4257373,,
8792,529.0860004,,
8793,452.2995438,,
8794,387.7907491,,
8795,335.9755102,,
8796,296.0741376,,
8797,267.2962853,,
8798,247.5207483,,
8799,232.0189929,,
8800,215.7597411,,
8801,193.7344067,,
8802,163.7782031,,
8803,129.302972,,
8804,94.36881124,,
8805,63.02486014,,
8806,37.94216246,,
8807,19.08679935,,
8808,6.110054841,,
8809,0,,
8810,0,,
8811,0,,
8812,0,,
8813,0,,
8814,0,,
8815,0,,
8816,0,,
8817,0,,
8818,0,,
8819,0,,
8820,0,,
8821,0,,
8822,0,,
8823,0,,
8824,0,,
8825,0,,
8826,0,,
8827,0,,
8828,0,,
8829,0,,
8830,0,,
8831,0,,
8832,0,,
8833,0,,
8834,0,,
8835,0,,
8836,0,,
8837,0,,
8838,0,,
8839,0,,
8840,0,,
8841,0,,
8842,0,,
8843,0,,
8844,0,,
8845,0,,
8846,0,,
8847,0,,
8848,0,,
8849,0,,
8850,0,,
8851,0,,
8852,0,,
8853,0,,
8854,11.19525035,,
8855,25.48169972,,
8856,44.07613519,,
8857,66.61995961,,
8858,93.73969255,,
8859,128.0193146,,
8860,172.2740027,,
8861,229.2809478,,
8862,296.8008691,,
8863,362.6171712,,
8864,413.3334973,,
8865,435.6160806,,
8866,424.4261451,,
8867,391.2384931,,
8868,349.4827807,,
8869,312.5525701,,
8870,289.0409688,,
8871,277.9753652,,
8872,277.2494861,,
8873,284.7555709,,
8874,298.187275,,
8875,314.8421676,,
8876,331.970824,,
8877,346.8404685,,
8878,358.9484984,,
8879,372.2447074,,
8880,391.2077531,,
8881,420.2795084,,
8882,458.9570442,,
8883,496.8561228,,
8884,522.4174555,,
8885,524.1424788,,
8886,498.7246637,,
8887,459.243279,,
8888,420.7283439,,
8889,398.1464254,,
8890,397.8735367,,
8891,409.08653,,
8892,418.9123556,,
8893,414.5205816,,
8894,388.8713199,,
8895,346.5288982,,
8896,293.4422725,,
8897,235.5547932,,
8898,178.0454336,,
8899,124.5599121,,
8900,78.56078999,,
8901,43.49604478,,
8902,20.81785865,,
8903,7.971285406,,
8904,0,,
8905,0,,
8906,0,,
8907,0,,
8908,0,,
8909,0,,
8910,0,,
8911,0,,
8912,0,,
8913,0,,
8914,0,,
8915,0,,
8916,0,,
8917,0,,
8918,0,,
8919,0,,
8920,0,,
8921,0,,
8922,0,,
8923,0,,
8924,0,,
8925,0,,
8926,0,,
8927,0,,
8928,0,,
8929,0,,
8930,0,,
8931,0,,
8932,0,,
8933,0,,
8934,0,,
8935,0,,
8936,0,,
8937,0,,
8938,0,,
8939,0,,
8940,0,,
8941,0,,
8942,0,,
8943,0,,
8944,0,,
8945,0,,
8946,0,,
8947,0,,
8948,0,,
8949,0,,
8950,6.117268638,,
8951,17.84944404,,
8952,39.12394095,,
8953,73.14436384,,
8954,119.9305258,,
8955,173.0307727,,
8956,225.2080731,,
8957,269.2579521,,
8958,302.6636623,,
8959,332.4458951,,
8960,366.7841105,,
8961,413.801539,,
8962,473.495228,,
8963,529.3133954,,
8964,562.691362,,
8965,555.1601289,,
8966,502.1292422,,
8967,427.2984449,,
8968,357.8124028,,
8969,320.7289332,,
8970,330.4618572,,
8971,375.6268906,,
8972,441.6947512,,
8973,514.1511679,,
8974,580.6753893,,
8975,633.4264418,,
8976,665.1100883,,
8977,668.4813751,,
8978,643.5236628,,
8979,604.996535,,
8980,569.4649767,,
8981,553.4264758,,
8982,563.4421231,,
8983,585.7416251,,
8984,604.0677445,,
8985,602.2157453,,
8986,571.7384398,,
8987,520.0768191,,
8988,456.6175109,,
8989,390.7290212,,
8990,329.0922428,,
8991,272.8783665,,
8992,222.5831164,,
8993,178.6991215,,
8994,141.2582678,,
8995,109.3470057,,
8996,81.93574907,,
8997,57.99848535,,
8998,37.04322099,,
8999,19.67479777,,
9000,6.632827637,,
9001,0,,
9002,0,,
9003,0,,
9004,0,,
9005,0,,
9006,0,,
9007,0,,
9008,0,,
9009,0,,
9010,0,,
9011,0,,
9012,0,,
9013,0,,
9014,0,,
9015,0,,
9016,0,,
9017,0,,
9018,0,,
9019,0,,
9020,0,,
9021,0,,
9022,0,,
9023,0,,
9024,0,,
9025,0,,
9026,0,,
9027,0,,
9028,0,,
9029,0,,
9030,0,,
9031,0,,
9032,0,,
9033,0,,
9034,0,,
9035,0,,
9036,0,,
9037,0,,
9038,0,,
9039,0,,
9040,0,,
9041,0,,
9042,0,,
9043,0,,
9044,0,,
9045,0,,
9046,4.676548991,,
9047,10.59267665,,
9048,18.10721418,,
9049,26.95276583,,
9050,37.09194415,,
9051,48.96564697,,
9052,63.07440332,,
9053,79.91618015,,
9054,99.58531518,,
9055,121.336031,,
9056,144.31769,,
9057,167.6823723,,
9058,191.0120244,,
9059,214.784167,,
9060,239.5882288,,
9061,266.0092389,,
9062,293.933798,,
9063,321.7920296,,
9064,347.831857,,
9065,370.2974827,,
9066,386.8401199,,
9067,393.8732083,,
9068,387.6551734,,
9069,364.4815986,,
9070,326.5924907,,
9071,288.6477229,,
9072,266.8643304,,
9073,277.3810726,,
9074,323.7660582,,
9075,383.2981662,,
9076,429.9565307,,
9077,437.8175837,,
9078,396.6437136,,
9079,329.0328414,,
9080,261.7089162,,
9081,221.3114006,,
9082,220.8064377,,
9083,244.5104735,,
9084,273.1358806,,
9085,287.4463506,,
9086,276.5433013,,
9087,247.0148068,,
9088,207.6511865,,
9089,167.2255485,,
9090,131.703868,,
9091,101.1591356,,
9092,74.92135789,,
9093,52.32256106,,
9094,33.02543803,,
9095,17.38750754,,
9096,5.853989449,,
9097,0,,
9098,0,,
9099,0,,
9100,0,,
9101,0,,
9102,0,,
9103,0,,
9104,0,,
9105,0,,
9106,0,,
9107,0,,
9108,0,,
9109,0,,
9110,0,,
9111,0,,
9112,0,,
9113,0,,
9114,0,,
9115,0,,
9116,0,,
9117,0,,
9118,0,,
9119,0,,
9120,0,,
9121,0,,
9122,0,,
9123,0,,
9124,0,,
9125,0,,
9126,0,,
9127,0,,
9128,0,,
9129,0,,
9130,0,,
9131,0,,
9132,0,,
9133,0,,
9134,0,,
9135,0,,
9136,0,,
9137,0,,
9138,0,,
9139,0,,
9140,0,,
9141,0,,
9142,8.645477068,,
9143,22.7179578,,
9144,45.49019247,,
9145,79.20087311,,
9146,124.2469326,,
9147,177.1070262,,
9148,233.758023,,
9149,290.1817628,,
9150,343.2201734,,
9151,391.5467339,,
9152,434.0697386,,
9153,469.70604,,
9154,498.8591059,,
9155,525.101162,,
9156,552.4111388,,
9157,584.740668,,
9158,621.2802757,,
9159,651.062391,,
9160,661.8142167,,
9161,641.3290242,,
9162,588.9690513,,
9163,528.8031546,,
9164,488.0783071,,
9165,493.9337487,,
9166,554.5682481,,
9167,637.6928102,,
9168,705.8045351,,
9169,721.5189308,,
9170,668.3526082,,
9171,574.5436948,,
9172,474.0958395,,
9173,400.9258219,,
9174,373.554625,,
9175,377.5298211,,
9176,394.1433068,,
9177,404.7283936,,
9178,397.9879985,,
9179,378.4237038,,
9180,352.578395,,
9181,326.9775648,,
9182,305.0392011,,
9183,283.5131861,,
9184,258.2868766,,
9185,225.2636892,,
9186,183.2280737,,
9187,137.1525237,,
9188,92.81085142,,
9189,55.96391441,,
9190,30.03919176,,
9191,13.44761439,,
9192,3.949775477,,
9193,0,,
9194,0,,
9195,0,,
9196,0,,
9197,0,,
9198,0,,
9199,0,,
9200,0,,
9201,0,,
9202,0,,
9203,0,,
9204,0,,
9205,0,,
9206,0,,
9207,0,,
9208,0,,
9209,0,,
9210,0,,
9211,0,,
9212,0,,
9213,0,,
9214,0,,
9215,0,,
9216,0,,
9217,0,,
9218,0,,
9219,0,,
9220,0,,
9221,0,,
9222,0,,
9223,0,,
9224,0,,
9225,0,,
9226,0,,
9227,0,,
9228,0,,
9229,0,,
9230,0,,
9231,0,,
9232,0,,
9233,0,,
9234,0,,
9235,0,,
9236,0,,
9237,0,,
9238,9.468094548,,
9239,24.24589897,,
9240,47.2788726,,
9241,80.39582308,,
9242,123.7999626,,
9243,174.1559346,,
9244,227.662991,,
9245,280.5277511,,
9246,330.362459,,
9247,377.8420281,,
9248,424.0446192,,
9249,470.044934,,
9250,516.2549977,,
9251,561.6415692,,
9252,604.9809057,,
9253,645.0499284,,
9254,680.753348,,
9255,711.2748445,,
9256,735.8349099,,
9257,753.6574675,,
9258,764.6293726,,
9259,770.0860727,,
9260,771.5543786,,
9261,770.5579334,,
9262,768.0058502,,
9263,763.463128,,
9264,756.3170082,,
9265,745.9578916,,
9266,732.3917108,,
9267,716.9719937,,
9268,701.230683,,
9269,686.693568,,
9270,673.6825668,,
9271,659.8814162,,
9272,642.6241844,,
9273,619.2506735,,
9274,588.2271892,,
9275,550.4910394,,
9276,507.307404,,
9277,459.9405755,,
9278,409.4797396,,
9279,356.6296139,,
9280,302.0438459,,
9281,246.3795917,,
9282,190.989295,,
9283,138.7534463,,
9284,92.75573774,,
9285,56.07233103,,
9286,30.28099278,,
9287,13.66328053,,
9288,4.0619336,,
9289,0,,
9290,0,,
9291,0,,
9292,0,,
9293,0,,
9294,0,,
9295,0,,
9296,0,,
9297,0,,
9298,0,,
9299,0,,
9300,0,,
9301,0,,
9302,0,,
9303,0,,
9304,0,,
9305,0,,
9306,0,,
9307,0,,
9308,0,,
9309,0,,
9310,0,,
9311,0,,
9312,0,,
9313,0,,
9314,0,,
9315,0,,
9316,0,,
9317,0,,
9318,0,,
9319,0,,
9320,0,,
9321,0,,
9322,0,,
9323,0,,
9324,0,,
9325,0,,
9326,0,,
9327,0,,
9328,0,,
9329,0,,
9330,0,,
9331,0,,
9332,0,,
9333,0,,
9334,11.3772769,,
9335,26.85602724,,
9336,47.85535549,,
9337,74.43695129,,
9338,107.0731822,,
9339,147.1511692,,
9340,196.1815696,,
9341,255.6557586,,
9342,322.9903822,,
9343,386.5172253,,
9344,433.3398227,,
9345,450.6083601,,
9346,435.3745916,,
9347,406.7876337,,
9348,386.9873982,,
9349,398.0515628,,
9350,448.7910552,,
9351,518.3809077,,
9352,581.9806325,,
9353,614.8181329,,
9354,606.7645669,,
9355,580.4333194,,
9356,562.8790675,,
9357,581.0701545,,
9358,643.4086426,,
9359,716.7426115,,
9360,762.277387,,
9361,741.335014,,
9362,640.448748,,
9363,502.6323604,,
9364,378.5777323,,
9365,318.8532992,,
9366,347.2458426,,
9367,427.4856976,,
9368,515.1299955,,
9369,565.8250887,,
9370,554.6596947,,
9371,500.3629239,,
9372,427.6095227,,
9373,361.0300086,,
9374,315.5741441,,
9375,284.4413458,,
9376,257.8644731,,
9377,226.0972923,,
9378,183.9898662,,
9379,136.728971,,
9380,90.91276908,,
9381,53.12756585,,
9382,27.34139268,,
9383,11.62832295,,
9384,3.25677892,,
9385,0,,
9386,0,,
9387,0,,
9388,0,,
9389,0,,
9390,0,,
9391,0,,
9392,0,,
9393,0,,
9394,0,,
9395,0,,
9396,0,,
9397,0,,
9398,0,,
9399,0,,
9400,0,,
9401,0,,
9402,0,,
9403,0,,
9404,0,,
9405,0,,
9406,0,,
9407,0,,
9408,0,,
9409,0,,
9410,0,,
9411,0,,
9412,0,,
9413,0,,
9414,0,,
9415,0,,
9416,0,,
9417,0,,
9418,0,,
9419,0,,
9420,0,,
9421,0,,
9422,0,,
9423,0,,
9424,0,,
9425,0,,
9426,0,,
9427,0,,
9428,0,,
9429,2.215135642,,
9430,18.31055996,,
9431,39.76712555,,
9432,63.36384567,,
9433,85.88446528,,
9434,105.2205204,,
9435,121.7886734,,
9436,136.3557008,,
9437,149.698326,,
9438,164.9326601,,
9439,190.5124126,,
9440,235.6321727,,
9441,309.4483177,,
9442,412.0889564,,
9443,523.0632466,,
9444,619.0152226,,
9445,676.6388755,,
9446,684.4856779,,
9447,658.2135766,,
9448,617.2512423,,
9449,580.9995453,,
9450,562.2304067,,
9451,558.5472055,,
9452,565.440949,,
9453,578.4083245,,
9454,594.306682,,
9455,613.1098796,,
9456,635.226255,,
9457,661.0544279,,
9458,688.6543516,,
9459,710.7242519,,
9460,719.2140462,,
9461,706.0972716,,
9462,669.0578679,,
9463,618.8843207,,
9464,568.1960482,,
9465,529.5854713,,
9466,509.0878055,,
9467,497.6759127,,
9468,484.2158823,,
9469,457.5951383,,
9470,411.9070881,,
9471,353.2151807,,
9472,289.2589453,,
9473,227.768635,,
9474,174.2004642,,
9475,128.7769363,,
9476,90.98691486,,
9477,60.31929939,,
9478,36.2718281,,
9479,18.36260153,,
9480,6.112577633,,
9481,0,,
9482,0,,
9483,0,,
9484,0,,
9485,0,,
9486,0,,
9487,0,,
9488,0,,
9489,0,,
9490,0,,
9491,0,,
9492,0,,
9493,0,,
9494,0,,
9495,0,,
9496,0,,
9497,0,,
9498,0,,
9499,0,,
9500,0,,
9501,0,,
9502,0,,
9503,0,,
9504,0,,
9505,0,,
9506,0,,
9507,0,,
9508,0,,
9509,0,,
9510,0,,
9511,0,,
9512,0,,
9513,0,,
9514,0,,
9515,0,,
9516,0,,
9517,0,,
9518,0,,
9519,0,,
9520,0,,
9521,0,,
9522,0,,
9523,0,,
9524,0,,
9525,0,,
9526,11.16852534,,
9527,27.9506406,,
9528,52.89766896,,
9529,87.35474114,,
9530,131.4585745,,
9531,182.5268603,,
9532,237.4760532,,
9533,293.225349,,
9534,347.4151896,,
9535,399.3701911,,
9536,448.6549421,,
9537,494.8328113,,
9538,537.1447484,,
9539,574.0780966,,
9540,604.0127034,,
9541,625.3363813,,
9542,638.5530139,,
9543,649.1172663,,
9544,663.1907602,,
9545,686.9192808,,
9546,722.2209807,,
9547,761.1134303,,
9548,794.1988885,,
9549,812.0963447,,
9550,809.9128382,,
9551,793.2760265,,
9552,769.3191509,,
9553,745.1676998,,
9554,725.857378,,
9555,711.5204027,,
9556,701.5864997,,
9557,695.4820736,,
9558,691.733874,,
9559,686.7556478,,
9560,676.6580964,,
9561,657.5570749,,
9562,626.9711414,,
9563,585.7165461,,
9564,535.0830066,,
9565,476.3629649,,
9566,411.5940523,,
9567,344.5675033,,
9568,279.3266002,,
9569,219.9097715,,
9570,169.0213203,,
9571,126.2230034,,
9572,90.62440382,,
9573,61.33587206,,
9574,37.67966322,,
9575,19.47766004,,
9576,6.623713641,,
9577,0,,
9578,0,,
9579,0,,
9580,0,,
9581,0,,
9582,0,,
9583,0,,
9584,0,,
9585,0,,
9586,0,,
9587,0,,
9588,0,,
9589,0,,
9590,0,,
9591,0,,
9592,0,,
9593,0,,
9594,0,,
9595,0,,
9596,0,,
9597,0,,
9598,0,,
9599,0,,
9600,0,,
9601,0,,
9602,0,,
9603,0,,
9604,0,,
9605,0,,
9606,0,,
9607,0,,
9608,0,,
9609,0,,
9610,0,,
9611,0,,
9612,0,,
9613,0,,
9614,0,,
9615,0,,
9616,0,,
9617,0,,
9618,0,,
9619,0,,
9620,0,,
9621,0,,
9622,11.09375469,,
9623,28.11011251,,
9624,53.77321797,,
9625,89.66133427,,
9626,135.9537434,,
9627,189.4893933,,
9628,246.6192457,,
9629,303.6975136,,
9630,358.0411962,,
9631,409.2683588,,
9632,457.3335919,,
9633,502.1923594,,
9634,544.0601289,,
9635,583.7743813,,
9636,622.2636644,,
9637,660.4509436,,
9638,697.5895586,,
9639,728.9346768,,
9640,749.155476,,
9641,752.9374403,,
9642,739.8682727,,
9643,721.2861841,,
9644,710.2534561,,
9645,719.8026287,,
9646,753.9795009,,
9647,795.2679318,,
9648,822.984721,,
9649,816.4866128,,
9650,767.2615921,,
9651,695.9324783,,
9652,627.4061028,,
9653,586.5495995,,
9654,586.1118749,,
9655,609.7099799,,
9656,636.6727549,,
9657,646.3555133,,
9658,626.2361581,,
9659,583.3380299,,
9660,527.5646718,,
9661,468.8092759,,
9662,413.7727655,,
9663,361.467022,,
9664,309.7696493,,
9665,256.5634629,,
9666,201.3468717,,
9667,147.5134585,,
9668,99.03203824,,
9669,59.86605706,,
9670,32.30600251,,
9671,14.60496047,,
9672,4.419135653,,
9673,0,,
9674,0,,
9675,0,,
9676,0,,
9677,0,,
9678,0,,
9679,0,,
9680,0,,
9681,0,,
9682,0,,
9683,0,,
9684,0,,
9685,0,,
9686,0,,
9687,0,,
9688,0,,
9689,0,,
9690,0,,
9691,0,,
9692,0,,
9693,0,,
9694,0,,
9695,0,,
9696,0,,
9697,0,,
9698,0,,
9699,0,,
9700,0,,
9701,0,,
9702,0,,
9703,0,,
9704,0,,
9705,0,,
9706,0,,
9707,0,,
9708,0,,
9709,0,,
9710,0,,
9711,0,,
9712,0,,
9713,0,,
9714,0,,
9715,0,,
9716,0,,
9717,0,,
9718,11.6131712,,
9719,29.16512931,,
9720,55.13803349,,
9721,90.85465051,,
9722,136.2831539,,
9723,188.0810323,,
9724,242.4094146,,
9725,295.433402,,
9726,344.6501187,,
9727,390.8153825,,
9728,435.1741036,,
9729,478.9691077,,
9730,522.7406451,,
9731,565.308494,,
9732,605.2339308,,
9733,641.0802652,,
9734,672.0997248,,
9735,699.2332102,,
9736,723.675619,,
9737,746.6194954,,
9738,768.4555884,,
9739,787.6073746,,
9740,802.20211,,
9741,810.3700095,,
9742,811.2548793,,
9743,806.4898814,,
9744,798.0834144,,
9745,788.0415831,,
9746,777.5804494,,
9747,765.9738577,,
9748,752.2025738,,
9749,735.2482715,,
9750,714.407026,,
9751,689.7485809,,
9752,661.4595517,,
9753,629.7263207,,
9754,594.6541871,,
9755,556.1487288,,
9756,514.0853207,,
9757,468.3399547,,
9758,419.0044217,,
9759,366.702582,,
9760,312.1388442,,
9761,256.0194759,,
9762,199.7050639,,
9763,146.1710381,,
9764,98.63755775,,
9765,60.32085852,,
9766,33.04876129,,
9767,15.21916985,,
9768,4.70962496,,
9769,0,,
9770,0,,
9771,0,,
9772,0,,
9773,0,,
9774,0,,
9775,0,,
9776,0,,
