,W_ac,,
19929,653.2653353,,
19930,625.5521937,,
19931,593.8240205,,
19932,558.6513767,,
19933,520.6792652,,
19934,480.5483472,,
19935,438.5444354,,
19936,394.3408628,,
19937,347.5502318,,
19938,297.7984161,,
19939,245.7990961,,
19940,194.1452794,,
19941,145.6165399,,
19942,102.9799253,,
19943,67.97279117,,
19944,40.55191879,,
19945,20.49711639,,
19946,7.581000707,,
19947,0,,
19948,0,,
19949,0,,
19950,0,,
19951,0,,
19952,0,,
19953,0,,
19954,0,,
19955,0,,
19956,0,,
19957,0,,
19958,0,,
19959,0,,
19960,0,,
19961,0,,
19962,0,,
19963,0,,
19964,0,,
19965,0,,
19966,0,,
19967,0,,
19968,0,,
19969,0,,
19970,0,,
19971,0,,
19972,0,,
19973,0,,
19974,0,,
19975,0,,
19976,0,,
19977,0,,
19978,0,,
19979,0,,
19980,0,,
19981,0,,
19982,0,,
19983,0,,
19984,0,,
19985,0,,
19986,0,,
19987,2.523900257,,
19988,5.471199051,,
19989,9.046108516,,
19990,13.04782346,,
19991,18.55394252,,
19992,28.8774464,,
19993,47.55667844,,
19994,78.07566563,,
19995,119.2835292,,
19996,161.9173989,,
19997,195.8956162,,
19998,211.2316718,,
19999,206.081896,,
20000,192.8674089,,
20001,185.45086,,
20002,197.6041253,,
20003,235.3081306,,
20004,290.8827892,,
20005,355.2658654,,
20006,419.4222307,,
20007,476.6500807,,
20008,524.3427686,,
20009,560.3084641,,
20010,582.3926378,,
20011,591.660915,,
20012,594.8357784,,
20013,599.2133967,,
20014,612.0314138,,
20015,635.4602981,,
20016,662.7607262,,
20017,686.288726,,
20018,698.4498751,,
20019,695.9523564,,
20020,683.0768009,,
20021,664.8736111,,
20022,646.3679185,,
20023,630.3840537,,
20024,615.8694101,,
20025,601.3768084,,
20026,585.4601089,,
20027,566.7639978,,
20028,544.0933083,,
20029,516.2691918,,
20030,482.1231496,,
20031,441.3933247,,
20032,395.4179716,,
20033,345.6985802,,
20034,293.7392782,,
20035,241.2759346,,
20036,190.4537934,,
20037,143.4599104,,
20038,102.4718332,,
20039,68.82927041,,
20040,42.39049876,,
20041,22.86230977,,
20042,9.946100907,,
20043,2.866563447,,
20044,0,,
20045,0,,
20046,0,,
20047,0,,
20048,0,,
20049,0,,
20050,0,,
20051,0,,
20052,0,,
20053,0,,
20054,0,,
20055,0,,
20056,0,,
20057,0,,
20058,0,,
20059,0,,
20060,0,,
20061,0,,
20062,0,,
20063,0,,
20064,0,,
20065,0,,
20066,0,,
20067,0,,
20068,0,,
20069,0,,
20070,0,,
20071,0,,
20072,0,,
20073,0,,
20074,0,,
20075,0,,
20076,0,,
20077,0,,
20078,0,,
20079,0,,
20080,0,,
20081,0,,
20082,0,,
20083,0,,
20084,3.024722618,,
20085,9.219075233,,
20086,20.6819734,,
20087,38.15309055,,
20088,60.81667485,,
20089,87.69566082,,
20090,117.8197843,,
20091,150.8416452,,
20092,187.528557,,
20093,228.763576,,
20094,275.4103948,,
20095,326.5540253,,
20096,378.0932884,,
20097,425.5957876,,
20098,464.6673204,,
20099,494.4325616,,
20100,520.325499,,
20101,548.4367696,,
20102,584.7986915,,
20103,630.0544149,,
20104,675.175368,,
20105,710.1252015,,
20106,724.9438731,,
20107,716.7440229,,
20108,695.3431665,,
20109,671.8842002,,
20110,657.4383491,,
20111,656.4137709,,
20112,661.2384048,,
20113,663.0889401,,
20114,653.1978261,,
20115,627.9970135,,
20116,593.2758819,,
20117,555.8022753,,
20118,522.3095465,,
20119,496.3051166,,
20120,475.4853593,,
20121,456.9383011,,
20122,437.7648539,,
20123,416.2747708,,
20124,392.9573844,,
20125,368.530471,,
20126,343.706881,,
20127,318.7359626,,
20128,293.0305754,,
20129,265.9158032,,
20130,236.7224985,,
20131,205.3259752,,
20132,172.5850593,,
20133,139.4619013,,
20134,106.92115,,
20135,76.16398228,,
20136,48.81923627,,
20137,26.56073131,,
20138,11.04887368,,
20139,2.670390675,,
20140,0,,
20141,0,,
20142,0,,
20143,0,,
20144,0,,
20145,0,,
20146,0,,
20147,0,,
20148,0,,
20149,0,,
20150,0,,
20151,0,,
20152,0,,
20153,0,,
20154,0,,
20155,0,,
20156,0,,
20157,0,,
20158,0,,
20159,0,,
20160,0,,
20161,0,,
20162,0,,
20163,0,,
20164,0,,
20165,0,,
20166,0,,
20167,0,,
20168,0,,
20169,0,,
20170,0,,
20171,0,,
20172,0,,
20173,0,,
20174,0,,
20175,0,,
20176,0,,
20177,0,,
20178,0,,
20179,0,,
20180,0,,
20181,0,,
20182,5.470605553,,
20183,11.56189597,,
20184,18.86279278,,
20185,26.2188155,,
20186,32.49247106,,
20187,38.21986369,,
20188,46.99999061,,
20189,62.75892935,,
20190,89.39121684,,
20191,127.674381,,
20192,172.6761069,,
20193,218.8536261,,
20194,260.6952614,,
20195,295.7715002,,
20196,327.3041148,,
20197,359.1197748,,
20198,395.0291838,,
20199,437.2554135,,
20200,485.107824,,
20201,537.5835369,,
20202,593.636637,,
20203,647.9282866,,
20204,687.2336757,,
20205,697.481936,,
20206,664.7501232,,
20207,589.9167709,,
20208,501.0756862,,
20209,429.243907,,
20210,405.2467944,,
20211,440.670363,,
20212,511.6924611,,
20213,590.6832698,,
20214,650.1345204,,
20215,674.7765456,,
20216,671.8846906,,
20217,651.1615305,,
20218,622.2756186,,
20219,591.4592199,,
20220,558.6086173,,
20221,522.9371591,,
20222,483.6628149,,
20223,440.4717798,,
20224,393.9143909,,
20225,344.6342364,,
20226,293.2802801,,
20227,241.0478459,,
20228,190.1415441,,
20229,142.8750258,,
20230,101.5536704,,
20231,67.63948551,,
20232,41.03506797,,
20233,21.4743443,,
20234,8.686345837,,
20235,0,,
20236,0,,
20237,0,,
20238,0,,
20239,0,,
20240,0,,
20241,0,,
20242,0,,
20243,0,,
20244,0,,
20245,0,,
20246,0,,
20247,0,,
20248,0,,
20249,0,,
20250,0,,
20251,0,,
20252,0,,
20253,0,,
20254,0,,
20255,0,,
20256,0,,
20257,0,,
20258,0,,
20259,0,,
20260,0,,
20261,0,,
20262,0,,
20263,0,,
20264,0,,
20265,0,,
20266,0,,
20267,0,,
20268,0,,
20269,0,,
20270,0,,
20271,0,,
20272,0,,
20273,0,,
20274,0,,
20275,0,,
20276,2.027600236,,
20277,4.235905806,,
20278,7.646954427,,
20279,12.43776297,,
20280,18.59280921,,
20281,26.07545367,,
20282,34.84804489,,
20283,44.76540467,,
20284,55.48110408,,
20285,66.62661601,,
20286,77.83402076,,
20287,88.80014659,,
20288,99.34311967,,
20289,109.2944006,,
20290,118.4875313,,
20291,126.9785988,,
20292,135.2409943,,
20293,143.7940367,,
20294,153.1488704,,
20295,162.9396622,,
20296,171.1545829,,
20297,175.6004374,,
20298,174.125358,,
20299,169.025286,,
20300,170.9520628,,
20301,191.479296,,
20302,242.0837125,,
20303,323.7816162,,
20304,417.9193721,,
20305,503.6709842,,
20306,560.322965,,
20307,579.3488962,,
20308,575.160583,,
20309,564.7060692,,
20310,564.8453905,,
20311,582.8745887,,
20312,608.0717046,,
20313,627.7202612,,
20314,629.1656769,,
20315,606.5015425,,
20316,566.5465214,,
20317,517.5295161,,
20318,467.6481173,,
20319,421.6750874,,
20320,377.9189135,,
20321,333.9708613,,
20322,287.4388491,,
20323,237.7581544,,
20324,187.8163808,,
20325,140.884615,,
20326,100.2218678,,
20327,67.7577058,,
20328,42.9076973,,
20329,24.80783471,,
20330,12.59290043,,
20331,5.264030453,,
20332,0,,
20333,0,,
20334,0,,
20335,0,,
20336,0,,
20337,0,,
20338,0,,
20339,0,,
20340,0,,
20341,0,,
20342,0,,
20343,0,,
20344,0,,
20345,0,,
20346,0,,
20347,0,,
20348,0,,
20349,0,,
20350,0,,
20351,0,,
20352,0,,
20353,0,,
20354,0,,
20355,0,,
20356,0,,
20357,0,,
20358,0,,
20359,0,,
20360,0,,
20361,0,,
20362,0,,
20363,0,,
20364,0,,
20365,0,,
20366,0,,
20367,0,,
20368,0,,
20369,0,,
20370,0,,
20371,0,,
20372,4.524813851,,
20373,9.475247462,,
20374,17.13761102,,
20375,28.46965967,,
20376,45.04175709,,
20377,68.49334059,,
20378,100.4530406,,
20379,141.3078148,,
20380,189.0677921,,
20381,241.4747982,,
20382,296.2692611,,
20383,351.0304589,,
20384,403.028905,,
20385,449.5002185,,
20386,487.7001655,,
20387,517.2147736,,
20388,542.0990754,,
20389,566.9137364,,
20390,596.195368,,
20391,631.6890769,,
20392,669.7813577,,
20393,706.2517236,,
20394,736.8952219,,
20395,759.3156133,,
20396,774.5919539,,
20397,784.1974051,,
20398,789.6015995,,
20399,791.8618604,,
20400,791.2425494,,
20401,787.918001,,
20402,782.0614288,,
20403,773.7146314,,
20404,762.666429,,
20405,748.6768877,,
20406,731.5072028,,
20407,711.0513685,,
20408,687.4592612,,
20409,660.9098749,,
20410,631.5813335,,
20411,599.5490984,,
20412,564.6906308,,
20413,526.860835,,
20414,485.91583,,
20415,441.8555585,,
20416,394.9576102,,
20417,345.5312412,,
20418,293.8916443,,
20419,241.0593041,,
20420,189.4175274,,
20421,141.5052337,,
20422,99.85339892,,
20423,66.04609449,,
20424,39.83598464,,
20425,20.76637661,,
20426,8.377197304,,
20427,0,,
20428,0,,
20429,0,,
20430,0,,
20431,0,,
20432,0,,
20433,0,,
20434,0,,
20435,0,,
20436,0,,
20437,0,,
20438,0,,
20439,0,,
20440,0,,
20441,0,,
20442,0,,
20443,0,,
20444,0,,
20445,0,,
20446,0,,
20447,0,,
20448,0,,
20449,0,,
20450,0,,
20451,0,,
20452,0,,
20453,0,,
20454,0,,
20455,0,,
20456,0,,
20457,0,,
20458,0,,
20459,0,,
20460,0,,
20461,0,,
20462,0,,
20463,0,,
20464,0,,
20465,0,,
20466,0,,
20467,0,,
20468,0,,
20469,5.951003439,,
20470,14.05039564,,
20471,27.14262213,,
20472,46.14422265,,
20473,71.94789684,,
20474,105.4367386,,
20475,146.2969359,,
20476,191.8712507,,
20477,239.2305503,,
20478,285.4567477,,
20479,329.0128663,,
20480,371.068556,,
20481,413.1078604,,
20482,456.6048158,,
20483,501.7779022,,
20484,546.382708,,
20485,587.8884136,,
20486,623.7748041,,
20487,652.856827,,
20488,676.570944,,
20489,696.6588186,,
20490,714.8552487,,
20491,732.027681,,
20492,747.3389619,,
20493,759.7532591,,
20494,768.2390318,,
20495,772.3088037,,
20496,772.5453536,,
20497,769.6563451,,
20498,764.3469845,,
20499,757.0098407,,
20500,747.4218996,,
20501,735.2882346,,
20502,720.3136662,,
20503,702.1707165,,
20504,680.4682529,,
20505,654.8076978,,
20506,624.793366,,
20507,590.4000575,,
20508,552.3334356,,
20509,511.3847372,,
20510,468.3432514,,
20511,423.747824,,
20512,377.6427816,,
20513,330.0144834,,
20514,280.8549366,,
20515,230.8847283,,
20516,182.2644402,,
20517,137.3236416,,
20518,98.3848728,,
20519,66.86077376,,
20520,42.36392296,,
20521,24.29541665,,
20522,12.05458184,,
20523,4.810899343,,
20524,0,,
20525,0,,
20526,0,,
20527,0,,
20528,0,,
20529,0,,
20530,0,,
20531,0,,
20532,0,,
20533,0,,
20534,0,,
20535,0,,
20536,0,,
20537,0,,
20538,0,,
20539,0,,
20540,0,,
20541,0,,
20542,0,,
20543,0,,
20544,0,,
20545,0,,
20546,0,,
20547,0,,
20548,0,,
20549,0,,
20550,0,,
20551,0,,
20552,0,,
20553,0,,
20554,0,,
20555,0,,
20556,0,,
20557,0,,
20558,0,,
20559,0,,
20560,0,,
20561,0,,
20562,0,,
20563,0,,
20564,0,,
20565,0,,
20566,7.730605811,,
20567,18.21981245,,
20568,35.19398094,,
20569,60.46857315,,
20570,95.8465183,,
20571,141.4319599,,
20572,193.9268286,,
20573,249.6274057,,
20574,304.8383664,,
20575,357.0062896,,
20576,405.8668428,,
20577,451.4289331,,
20578,493.701921,,
20579,532.7570232,,
20580,568.7895737,,
20581,602.0097384,,
20582,632.6274937,,
20583,660.8268875,,
20584,686.7398911,,
20585,710.4922458,,
20586,732.2081205,,
20587,751.7954812,,
20588,768.7276573,,
20589,782.425921,,
20590,792.3130657,,
20591,798.021824,,
20592,799.6073721,,
20593,797.1755405,,
20594,790.8325917,,
20595,780.7446739,,
20596,767.1985521,,
20597,750.4954701,,
20598,730.9363045,,
20599,708.7708244,,
20600,684.1457658,,
20601,657.1954823,,
20602,628.0533485,,
20603,596.7161763,,
20604,562.9052029,,
20605,526.3085098,,
20606,486.6153098,,
20607,443.6732323,,
20608,397.6498833,,
20609,348.7514102,,
20610,297.189324,,
20611,243.9288458,,
20612,191.4590153,,
20613,142.4526243,,
20614,99.57604492,,
20615,64.59023185,,
20616,37.42387361,,
20617,17.7844622,,
20618,5.375744873,,
20619,0,,
20620,0,,
20621,0,,
20622,0,,
20623,0,,
20624,0,,
20625,0,,
20626,0,,
20627,0,,
20628,0,,
20629,0,,
20630,0,,
20631,0,,
20632,0,,
20633,0,,
20634,0,,
20635,0,,
20636,0,,
20637,0,,
20638,0,,
20639,0,,
20640,0,,
20641,0,,
20642,0,,
20643,0,,
20644,0,,
20645,0,,
20646,0,,
20647,0,,
20648,0,,
20649,0,,
20650,0,,
20651,0,,
20652,0,,
20653,0,,
20654,0,,
20655,0,,
20656,0,,
20657,0,,
20658,0,,
20659,0,,
20660,0,,
20661,0,,
20662,3.620100877,,
20663,10.31585754,,
20664,18.27058369,,
20665,25.72099959,,
20666,30.91671537,,
20667,34.01431373,,
20668,39.07726845,,
20669,50.64766316,,
20670,73.237852,,
20671,106.9455125,,
20672,142.8152195,,
20673,170.7812582,,
20674,180.8434285,,
20675,172.7664152,,
20676,166.3585836,,
20677,183.8892578,,
20678,247.5210483,,
20679,363.4514094,,
20680,505.076174,,
20681,641.7592694,,
20682,742.961116,,
20683,792.6323188,,
20684,804.522912,,
20685,796.0499302,,
20686,784.5874061,,
20687,781.0276303,,
20688,782.920378,,
20689,786.1717016,,
20690,786.6971071,,
20691,781.8424047,,
20692,771.9004471,,
20693,757.5275536,,
20694,739.3788661,,
20695,717.9306335,,
20696,693.2901596,,
20697,665.519194,,
20698,634.6797069,,
20699,600.8673516,,
20700,564.2473139,,
20701,524.9933746,,
20702,483.2788565,,
20703,439.2070385,,
20704,392.736467,,
20705,343.8077779,,
20706,292.3671687,,
20707,239.2150813,,
20708,186.9187629,,
20709,138.2643462,,
20710,96.03153223,,
20711,62.00844986,,
20712,35.93044346,,
20713,17.27825742,,
20714,5.530018768,,
20715,0,,
20716,0,,
20717,0,,
20718,0,,
20719,0,,
20720,0,,
20721,0,,
20722,0,,
20723,0,,
20724,0,,
20725,0,,
20726,0,,
20727,0,,
20728,0,,
20729,0,,
20730,0,,
20731,0,,
20732,0,,
20733,0,,
20734,0,,
20735,0,,
20736,0,,
20737,0,,
20738,0,,
20739,0,,
20740,0,,
20741,0,,
20742,0,,
20743,0,,
20744,0,,
20745,0,,
20746,0,,
20747,0,,
20748,0,,
20749,0,,
20750,0,,
20751,0,,
20752,0,,
20753,0,,
20754,0,,
20755,0,,
20756,3.842194809,,
20757,7.973655892,,
20758,14.30599618,,
20759,23.8736768,,
20760,38.81965291,,
20761,61.42622204,,
20762,93.96241973,,
20763,136.5481826,,
20764,184.7990139,,
20765,233.7635574,,
20766,278.5062832,,
20767,316.6663122,,
20768,351.2842747,,
20769,386.0813131,,
20770,424.7634476,,
20771,468.5670855,,
20772,513.5425581,,
20773,555.0860955,,
20774,588.6084899,,
20775,611.9078714,,
20776,627.8004463,,
20777,639.7360394,,
20778,651.1563464,,
20779,664.1650642,,
20780,678.0508001,,
20781,691.746311,,
20782,704.1808732,,
20783,713.708696,,
20784,717.4729213,,
20785,712.4634311,,
20786,695.6902835,,
20787,667.5103885,,
20788,635.3356987,,
20789,607.471976,,
20790,592.1931817,,
20791,592.4775185,,
20792,600.1292886,,
20793,605.535583,,
20794,599.1095696,,
20795,575.6241286,,
20796,539.0597715,,
20797,494.566138,,
20798,447.2833852,,
20799,400.7600853,,
20800,355.1802091,,
20801,310.3000352,,
20802,265.8779925,,
20803,222.0349591,,
20804,179.6587574,,
20805,139.7348092,,
20806,103.2482062,,
20807,71.12822722,,
20808,44.18593804,,
20809,23.21734399,,
20810,9.013509455,,
20811,0,,
20812,0,,
20813,0,,
20814,0,,
20815,0,,
20816,0,,
20817,0,,
20818,0,,
20819,0,,
20820,0,,
20821,0,,
20822,0,,
20823,0,,
20824,0,,
20825,0,,
20826,0,,
20827,0,,
20828,0,,
20829,0,,
20830,0,,
20831,0,,
20832,0,,
20833,0,,
20834,0,,
20835,0,,
20836,0,,
20837,0,,
20838,0,,
20839,0,,
20840,0,,
20841,0,,
20842,0,,
20843,0,,
20844,0,,
20845,0,,
20846,0,,
20847,0,,
20848,0,,
20849,0,,
20850,0,,
20851,0,,
20852,0,,
20853,5.211914589,,
20854,15.19126696,,
20855,31.17463341,,
20856,51.44520116,,
20857,73.97492639,,
20858,96.7448115,,
20859,119.3477624,,
20860,144.8333186,,
20861,176.6978072,,
20862,218.4230967,,
20863,270.9042668,,
20864,329.4838818,,
20865,388.7860169,,
20866,443.4464793,,
20867,490.2084933,,
20868,530.3431522,,
20869,565.7081011,,
20870,598.1569754,,
20871,628.8201617,,
20872,657.2726342,,
20873,682.8876512,,
20874,705.0388888,,
20875,723.1756777,,
20876,736.9102068,,
20877,745.8758087,,
20878,749.7089941,,
20879,748.6241314,,
20880,744.080701,,
20881,737.7000162,,
20882,731.097834,,
20883,724.8754092,,
20884,717.4459574,,
20885,706.9379889,,
20886,691.4849954,,
20887,670.1337092,,
20888,643.9023875,,
20889,614.0661047,,
20890,581.8975676,,
20891,548.2336296,,
20892,512.9693149,,
20893,475.8768258,,
20894,436.7292029,,
20895,395.4544421,,
20896,352.3157001,,
20897,307.6198898,,
20898,261.6765631,,
20899,215.2850633,,
20900,170.305143,,
20901,128.7351469,,
20902,92.5695888,,
20903,63.0889915,,
20904,40.02659427,,
20905,22.91318677,,
20906,11.27829732,,
20907,4.415416655,,
20908,0,,
20909,0,,
20910,0,,
20911,0,,
20912,0,,
20913,0,,
20914,0,,
20915,0,,
20916,0,,
20917,0,,
20918,0,,
20919,0,,
20920,0,,
20921,0,,
20922,0,,
20923,0,,
20924,0,,
20925,0,,
20926,0,,
20927,0,,
20928,0,,
20929,0,,
20930,0,,
20931,0,,
20932,0,,
20933,0,,
20934,0,,
20935,0,,
20936,0,,
20937,0,,
20938,0,,
20939,0,,
20940,0,,
20941,0,,
20942,0,,
20943,0,,
20944,0,,
20945,0,,
20946,0,,
20947,0,,
20948,0,,
20949,3.839585106,,
20950,11.16335191,,
20951,23.64220786,,
20952,42.3516869,,
20953,68.34327457,,
20954,102.6593968,,
20955,144.5600243,,
20956,189.3940379,,
20957,231.9911735,,
20958,267.1946179,,
20959,292.5053162,,
20960,311.2614926,,
20961,327.5770489,,
20962,345.5577501,,
20963,367.6948621,,
20964,392.9303004,,
20965,419.7338096,,
20966,446.5750981,,
20967,471.9166598,,
20968,494.2051126,,
20969,511.88496,,
20970,523.4061834,,
20971,528.3149242,,
20972,528.5717689,,
20973,526.4592072,,
20974,524.2597219,,
20975,524.2543016,,
20976,528.7206414,,
20977,539.9359969,,
20978,560.1594417,,
20979,587.9805076,,
20980,613.8905439,,
20981,627.2988327,,
20982,617.6505232,,
20983,581.6605545,,
20984,532.1026952,,
20985,483.8988384,,
20986,451.9261665,,
20987,441.9606392,,
20988,439.6545036,,
20989,427.96517,,
20990,389.9033955,,
20991,319.3857375,,
20992,234.465701,,
20993,156.4326179,,
20994,106.5211666,,
20995,94.7449933,,
20996,106.2592901,,
20997,122.8830221,,
20998,126.4755827,,
20999,107.2325476,,
21000,73.83473205,,
21001,37.44656972,,
21002,9.210241815,,
21003,0,,
21004,0,,
21005,0,,
21006,0,,
21007,2.422297181,,
21008,2.183415656,,
21009,0,,
21010,0,,
21011,0,,
21012,0,,
21013,0,,
21014,0,,
21015,0,,
21016,0,,
21017,0,,
21018,0,,
21019,0,,
21020,0,,
21021,0,,
21022,0,,
21023,0,,
21024,0,,
21025,0,,
21026,0,,
21027,0,,
21028,0,,
21029,0,,
21030,0,,
21031,0,,
21032,0,,
21033,0,,
21034,0,,
21035,0,,
21036,0,,
21037,0,,
21038,0,,
21039,0,,
21040,0,,
21041,0,,
21042,0,,
21043,2.548805097,,
21044,4.435556878,,
21045,4.571928676,,
21046,0,,
21047,0,,
21048,0,,
21049,4.605102228,,
21050,32.12446281,,
21051,79.91448408,,
21052,140.1990889,,
21053,203.8154046,,
21054,261.6187458,,
21055,308.451089,,
21056,348.1143586,,
21057,385.6329852,,
21058,426.0196189,,
21059,471.6931901,,
21060,519.237686,,
21061,564.4400931,,
21062,603.0958359,,
21063,632.8664752,,
21064,655.6157495,,
21065,673.7820075,,
21066,689.7986003,,
21067,704.9886974,,
21068,718.1731492,,
21069,727.8302609,,
21070,732.4432141,,
21071,731.583288,,
21072,727.2766643,,
21073,721.8859479,,
21074,717.765794,,
21075,715.4891726,,
21076,711.6054494,,
21077,702.1119852,,
21078,683.0175721,,
21079,652.9045895,,
21080,616.1729762,,
21081,578.0216676,,
21082,543.6384567,,
21083,515.6913014,,
21084,491.1466237,,
21085,466.1869252,,
21086,437.0014002,,
21087,401.2996376,,
21088,360.2346775,,
21089,315.4335289,,
21090,268.5234656,,
21091,221.1921042,,
21092,175.2638604,,
21093,132.5819997,,
21094,94.98741107,,
21095,63.77612522,,
21096,39.00777899,,
21097,20.5714541,,
21098,8.354326141,,
21099,0,,
21100,0,,
21101,0,,
21102,0,,
21103,0,,
21104,0,,
21105,0,,
21106,0,,
21107,0,,
21108,0,,
21109,0,,
21110,0,,
21111,0,,
21112,0,,
21113,0,,
21114,0,,
21115,0,,
21116,0,,
21117,0,,
21118,0,,
21119,0,,
21120,0,,
21121,0,,
21122,0,,
21123,0,,
21124,0,,
21125,0,,
21126,0,,
21127,0,,
21128,0,,
21129,0,,
21130,0,,
21131,0,,
21132,0,,
21133,0,,
21134,0,,
21135,0,,
21136,0,,
21137,0,,
21138,0,,
21139,0,,
21140,0,,
21141,0,,
21142,5.459985812,,
21143,17.92413741,,
21144,37.05985945,,
21145,63.41418749,,
21146,97.53085913,,
21147,139.1513443,,
21148,186.1736561,,
21149,236.2378694,,
21150,286.9861711,,
21151,336.5769091,,
21152,384.3556152,,
21153,429.8341143,,
21154,472.5250952,,
21155,512.1532943,,
21156,548.9316342,,
21157,583.1414943,,
21158,615.0632909,,
21159,644.7399218,,
21160,671.6669302,,
21161,695.2630218,,
21162,714.9481159,,
21163,730.4428411,,
21164,742.1614712,,
21165,750.6157601,,
21166,756.3169271,,
21167,759.6430526,,
21168,760.6648111,,
21169,759.4096287,,
21170,755.9042961,,
21171,750.0166016,,
21172,741.2468553,,
21173,729.0436113,,
21174,712.856923,,
21175,692.5136316,,
21176,668.7122319,,
21177,642.2741168,,
21178,614.0174041,,
21179,583.9331931,,
21180,550.0975257,,
21181,510.3161376,,
21182,462.4022856,,
21183,406.0774536,,
21184,345.486117,,
21185,285.3977275,,
21186,230.5752873,,
21187,184.1377204,,
21188,145.3895354,,
21189,113.0956695,,
21190,86.02217805,,
21191,63.22148412,,
21192,44.41105255,,
21193,29.40252482,,
21194,18.00710721,,
21195,9.92400547,,
21196,4.592071059,,
21197,0,,
21198,0,,
21199,0,,
21200,0,,
21201,0,,
21202,0,,
21203,0,,
21204,0,,
21205,0,,
21206,0,,
21207,0,,
21208,0,,
21209,0,,
21210,0,,
21211,0,,
21212,0,,
21213,0,,
21214,0,,
21215,0,,
21216,0,,
21217,0,,
21218,0,,
21219,0,,
21220,0,,
21221,0,,
21222,0,,
21223,0,,
21224,0,,
21225,0,,
21226,0,,
21227,0,,
21228,0,,
21229,0,,
21230,0,,
21231,0,,
21232,0,,
21233,0,,
21234,0,,
21235,0,,
21236,0,,
21237,3.076176331,,
21238,8.026303577,,
21239,16.67141814,,
21240,30.96461909,,
21241,52.97053553,,
21242,84.74671423,,
21243,126.4198715,,
21244,173.5759626,,
21245,221.1487658,,
21246,264.0795274,,
21247,299.3555447,,
21248,328.7805004,,
21249,354.8505938,,
21250,380.0597428,,
21251,406.2737363,,
21252,433.8783215,,
21253,463.0462087,,
21254,493.9485006,,
21255,526.3115341,,
21256,558.8126419,,
21257,589.9779996,,
21258,618.3358656,,
21259,642.9936385,,
21260,664.4259735,,
21261,683.3047564,,
21262,700.2994325,,
21263,715.397671,,
21264,726.9760178,,
21265,733.1783574,,
21266,732.1520855,,
21267,723.0304575,,
21268,707.2786978,,
21269,686.6991543,,
21270,663.0909738,,
21271,637.3500093,,
21272,608.2333757,,
21273,574.1886637,,
21274,533.6695098,,
21275,486.8439839,,
21276,437.9433719,,
21277,391.7876396,,
21278,353.1871584,,
21279,324.2184536,,
21280,300.4725348,,
21281,276.5997694,,
21282,247.2596646,,
21283,209.729138,,
21284,167.5004219,,
21285,124.9681801,,
21286,86.52261553,,
21287,55.27015213,,
21288,31.26578885,,
21289,14.12099316,,
21290,3.445898757,,
21291,0,,
21292,0,,
21293,0,,
21294,0,,
21295,0,,
21296,0,,
21297,0,,
21298,0,,
21299,0,,
21300,0,,
21301,0,,
21302,0,,
21303,0,,
21304,0,,
21305,0,,
21306,0,,
21307,0,,
21308,0,,
21309,0,,
21310,0,,
21311,0,,
21312,0,,
21313,0,,
21314,0,,
21315,0,,
21316,0,,
21317,0,,
21318,0,,
21319,0,,
21320,0,,
21321,0,,
21322,0,,
21323,0,,
21324,0,,
21325,0,,
21326,0,,
21327,0,,
21328,0,,
21329,0,,
21330,0,,
21331,0,,
21332,0,,
21333,2.698709521,,
21334,9.353615517,,
21335,20.93843342,,
21336,38.21518109,,
21337,61.88524482,,
21338,92.64763906,,
21339,130.4723879,,
21340,173.5747733,,
21341,219.9114063,,
21342,267.4401708,,
21343,314.5121723,,
21344,360.4259538,,
21345,404.6198734,,
21346,446.5327847,,
21347,485.7573702,,
21348,522.2573129,,
21349,556.0511036,,
21350,587.1572058,,
21351,615.5854149,,
21352,641.3246005,,
21353,664.360538,,
21354,684.6787848,,
21355,702.1966542,,
21356,716.6665494,,
21357,727.8164584,,
21358,735.3745164,,
21359,739.1152146,,
21360,738.9251714,,
21361,734.7076236,,
21362,726.3665181,,
21363,714.0309104,,
21364,698.3748809,,
21365,680.1533759,,
21366,660.120663,,
21367,638.81466,,
21368,616.2489581,,
21369,592.3592696,,
21370,567.0800721,,
21371,539.9504512,,
21372,509.5503194,,
21373,474.3169681,,
21374,432.6917886,,
21375,384.4364331,,
21376,332.5184607,,
21377,280.3826376,,
21378,231.4703321,,
21379,188.1228848,,
21380,150.007909,,
21381,116.3945974,,
21382,86.55333294,,
21383,60.14185862,,
21384,37.76035179,,
21385,20.14957661,,
21386,8.048335553,,
21387,0,,
21388,0,,
21389,0,,
21390,0,,
21391,0,,
21392,0,,
21393,0,,
21394,0,,
21395,0,,
21396,0,,
21397,0,,
21398,0,,
21399,0,,
21400,0,,
21401,0,,
21402,0,,
21403,0,,
21404,0,,
21405,0,,
21406,0,,
21407,0,,
21408,0,,
21409,0,,
21410,0,,
21411,0,,
21412,0,,
21413,0,,
21414,0,,
21415,0,,
21416,0,,
21417,0,,
21418,0,,
21419,0,,
21420,0,,
21421,0,,
21422,0,,
21423,0,,
21424,0,,
21425,0,,
21426,0,,
21427,0,,
21428,0,,
21429,2.120154778,,
21430,9.481178429,,
21431,22.28903641,,
21432,40.25311929,,
21433,62.87777302,,
21434,89.66817492,,
21435,120.4194524,,
21436,155.6411607,,
21437,195.9509324,,
21438,241.9635506,,
21439,293.2945829,,
21440,347.0951591,,
21441,400.1431919,,
21442,449.2196651,,
21443,492.1884135,,
21444,529.5865904,,
21445,562.356636,,
21446,591.4403772,,
21447,617.5623721,,
