PVWatts: Hourly PV Performance Data,,,,,,,,,,,,
Requested Location:,thousand oaks california,,,,,,,,,,,
Location:,"CAMARILLO (AWOS), CA",,,,,,,,,,,
Lat (deg N):,34.22,,,,,,,,,,,
Long (deg W):,119.08,,,,,,,,,,,
Elev (m):,23,,,,,,,,,,,
DC System Size (kW):,10,,,,,,,,,,,
Module Type:,Standard,,,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,,,
System Losses:,14.08,,,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.118,,,,,,,,,,,
Capacity Factor (%),"18.0	",,,,,,,,,,,
,,,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,
4,3,6,317,44,12.7,5.3,94.052,13.156,672.192,608.244,,
4,3,7,339,131,15,5.1,267.682,19.017,2243.004,2142.292,,
4,3,8,493,224,17,3.6,540.131,28.277,4505.005,4335.234,,
4,3,9,150,266,18,4.1,390.871,26.15,3334.709,3203.043,,
4,3,10,78,261,19,7.7,340.317,23.564,2943.199,2823.143,,
4,3,11,79,335,19,8.2,414.991,24.422,3575.223,3436.141,,
4,3,12,75,424,21,8.7,504.688,27.565,4283.949,4121.767,,
4,3,13,211,441,21,8.7,651.163,29.699,5469.773,5264.761,,
4,3,14,244,284,21,10.3,490.854,26.844,4171.738,4013.337,,
4,3,15,497,196,19,10.3,512.808,24.991,4339.249,4175.185,,
4,3,16,528,107,18,10.3,320.068,21.557,2605.189,2494.699,,
4,3,17,267,40,16,7.7,80.378,16.511,568.571,506.725,,
4,3,18,14,1,14,6.2,0.97,12.924,8.806,0,,
4,3,19,0,0,13.3,4.4,0,13.3,0,0,,
4,3,20,0,0,13,2.6,0,13,0,0,,
4,3,21,0,0,11,2.6,0,11,0,0,,
4,3,22,0,0,10.9,3.2,0,10.9,0,0,,
4,3,23,0,0,10.9,3.9,0,10.9,0,0,,
4,4,0,0,0,11.1,4.5,0,11.1,0,0,,
4,4,1,0,0,11,5.1,0,11,0,0,,
4,4,2,0,0,10.9,4.7,0,10.9,0,0,,
4,4,3,0,0,10.7,4.4,0,10.7,0,0,,
4,4,4,0,0,10.5,4,0,10.5,0,0,,
4,4,5,7,2,11,3.6,1.94,9.351,17.892,0,,
4,4,6,293,50,12.3,4.4,95.939,12.829,703.65,639.056,,
4,4,7,591,88,14,5.1,331.377,19.243,2714.267,2600.737,,
4,4,8,527,183,16,0,520.671,36.251,4171.72,4013.32,,
4,4,9,629,200,17.4,1.8,721.941,36.918,5833.925,5614.711,,
4,4,10,118,281,18,3.6,397.892,27.111,3383.988,3250.82,,
4,4,11,453,155,20,3.6,626.49,33.435,5169.073,4975.416,,
4,4,12,445,372,20,7.2,843.099,32.963,6972.48,6705.683,,
4,4,13,355,336,19,8.7,681.744,28.375,5762.165,5545.789,,
4,4,14,658,202,18,9.3,744.289,27.672,6290.195,6052.491,,
4,4,15,563,150,18,4.1,509.158,29.087,4216.358,4056.459,,
4,4,16,290,120,16,6.7,235.939,19.374,1975.844,1882.032,,
4,4,17,140,67,15,7.2,86.436,15.542,696.868,632.413,,
4,4,18,0,1,14,4.1,0.97,12.655,8.816,0,,
4,4,19,0,0,13,3.6,0,13,0,0,,
4,4,20,0,0,13,2.4,0,13,0,0,,
4,4,21,0,0,13,1.2,0,13,0,0,,
4,4,22,0,0,13,0,0,13,0,0,,
4,4,23,0,0,12.7,0.3,0,12.7,0,0,,
4,5,0,0,0,12.5,0.6,0,12.5,0,0,,
4,5,1,0,0,12.2,0.9,0,12.2,0,0,,
4,5,2,0,0,12.1,1.2,0,12.1,0,0,,
4,5,3,0,0,12,1.5,0,12,0,0,,
4,5,4,0,0,10.9,1.1,0,10.9,0,0,,
4,5,5,0,1,10.5,0.8,0.97,7.739,9.009,0,,
4,5,6,0,35,11.5,0.4,33.124,9.557,305.256,248.574,,
4,5,7,0,96,13,0,91.317,13.826,825.795,758.657,,
4,5,8,34,176,14.2,1.6,193.493,18.123,1711.69,1624.44,,
4,5,9,71,256,15,3.1,310.576,21.271,2712.653,2599.168,,
4,5,10,49,392,16,4.6,441.027,24.213,3803.01,3656.707,,
4,5,11,54,393,17,4.6,450.786,25.656,3861.173,3712.996,,
4,5,12,36,289,17,6.7,324.637,21.785,2831.399,2714.555,,
4,5,13,0,535,17,7.2,532.249,24.711,4579.288,4406.927,,
4,5,14,73,210,17,6.2,271.42,21.219,2370.699,2266.595,,
4,5,15,174,237,16,4.6,345.714,22.194,2985.852,2864.559,,
4,5,16,220,131,16,4.1,219.314,20.023,1849.098,1758.467,,
4,5,17,171,57,15,3.6,81.413,15.781,633.627,570.466,,
4,5,18,1,2,14,2.1,1.94,12.348,17.657,0,,
4,5,19,0,0,12,2.1,0,12,0,0,,
4,5,20,0,0,12,0,0,12,0,0,,
4,5,21,0,0,13,1.5,0,13,0,0,,
4,5,22,0,0,12.4,1.5,0,12.4,0,0,,
4,5,23,0,0,12,1.5,0,12,0,0,,
4,6,0,0,0,11,2.1,0,11,0,0,,
4,6,1,0,0,10.1,2.1,0,10.1,0,0,,
4,6,2,0,0,9.4,2.1,0,9.4,0,0,,
4,6,3,0,0,8.7,2.1,0,8.7,0,0,,
4,6,4,0,0,8,2.1,0,8,0,0,,
4,6,5,35,3,9,2.6,2.91,7.132,27.098,0,,
4,6,6,446,40,11,2.6,113.19,12.034,774.553,708.489,,
4,6,7,708,66,13,2.6,358.809,20.622,2900.562,2781.736,,
4,6,8,826,88,16,0,612.535,39.466,4806.71,4626.291,,
4,6,9,519,301,16,2.1,735.881,35.369,5997.25,5771.506,,
4,6,10,589,271,18,2.6,840.536,38.901,6746.568,6489.595,,
4,6,11,332,244,18,6.2,598.619,28.265,5064.213,4874.437,,
4,6,12,709,188,19,6.7,914.458,33.687,7535.745,7243.625,,
4,6,13,119,380,19,8.7,501.419,25.896,4289.236,4126.874,,
4,6,14,130,377,18,7.7,488.962,24.912,4198.04,4038.756,,
4,6,15,280,229,18,5.1,407.408,25.386,3456.592,3321.195,,
4,6,16,432,121,17,7.7,296.016,20.882,2437.574,2331.67,,
4,6,17,431,39,16,5.7,104.877,17.094,693.525,629.139,,
4,6,18,29,2,14,5.1,1.94,12.854,17.617,0,,
4,6,19,0,0,13,4.5,0,13,0,0,,
4,6,20,0,0,12.4,4,0,12.4,0,0,,
4,6,21,0,0,11.8,3.4,0,11.8,0,0,,
4,6,22,0,0,11.2,2.8,0,11.2,0,0,,
4,6,23,0,0,10.7,2.3,0,10.7,0,0,,
4,7,0,0,0,10.2,1.7,0,10.2,0,0,,
4,7,1,0,0,9.6,1.1,0,9.6,0,0,,
4,7,2,0,0,9.3,0.6,0,9.3,0,0,,
4,7,3,0,0,9,0,0,9,0,0,,
4,7,4,0,0,8.2,0,0,8.2,0,0,,
4,7,5,22,3,8,0,2.91,3.885,27.48,0,,
4,7,6,388,46,9,1.5,110.719,10.058,792.056,725.626,,
4,7,7,660,78,12,0,353.039,24.768,2813.763,2697.42,,
4,7,8,785,104,15,0,605.332,38.258,4783.979,4604.374,,
4,7,9,852,123,17,2.6,820.766,37.134,6622.173,6370.529,,
4,7,10,887,135,18,4.6,967.682,37.765,7810.392,7505.496,,
4,7,11,801,183,19,5.1,996.77,38.412,8023.962,7708.939,,
4,7,12,767,192,19,4.6,970.951,39.134,7787.742,7483.911,,
4,7,13,740,172,19,6.2,872.659,34.143,7170.832,6895.252,,
4,7,14,849,122,19,3.1,810.15,38.389,6493.118,6246.942,,
4,7,15,780,103,18,5.1,592.627,29.456,4882.815,4699.656,,
4,7,16,650,76,17,4.1,338.607,24.134,2691.549,2578.655,,
4,7,17,368,45,17,2.6,101.28,18.807,691.237,626.899,,
4,7,18,17,2,15,1.5,1.94,13.301,17.582,0,,
4,7,19,0,0,14,2.6,0,14,0,0,,
4,7,20,0,0,13.4,2.4,0,13.4,0,0,,
4,7,21,0,0,12.7,2.2,0,12.7,0,0,,
4,7,22,0,0,12.1,2,0,12.1,0,0,,
4,7,23,0,0,11.5,1.8,0,11.5,0,0,,
4,8,0,0,0,11,1.6,0,11,0,0,,
4,8,1,0,0,10.3,1.4,0,10.3,0,0,,
4,8,2,0,0,9.9,0.8,0,9.9,0,0,,
4,8,3,0,0,9.5,0.2,0,9.5,0,0,,
4,8,4,0,0,8.8,0,0,8.8,0,0,,
4,8,5,1,4,8.8,0,3.879,4.759,36.503,0,,
4,8,6,178,65,10,0,93.018,9.874,752.129,686.532,,
4,8,7,449,123,13,0,311.405,24.012,2537.121,2428.506,,
4,8,8,604,172,15,2.1,563.807,29.105,4676.84,4501.045,,
4,8,9,245,276,17,2.6,484.716,28.965,4078.929,3923.621,,
4,8,10,426,355,18,3.6,776.675,34.932,6359.273,6118.702,,
4,8,11,277,413,19,6.7,712.061,30.564,5957.894,5733.733,,
4,8,12,594,345,19,5.7,962.181,36.203,7831.398,7525.514,,
4,8,13,86,306,18,5.1,393.325,25.868,3365.085,3232.494,,
4,8,14,559,242,19,5.1,703.406,31.929,5826.739,5607.81,,
4,8,15,404,202,19,6.2,460.89,26.731,3874.075,3725.48,,
4,8,16,442,120,18,6.2,298.704,22.614,2438.126,2332.207,,
4,8,17,161,62,17,4.1,84.47,17.989,659.948,596.251,,
4,8,18,0,2,16,0,1.94,13.266,17.585,0,,
4,8,19,0,0,14,3.1,0,14,0,0,,
4,8,20,0,0,13.2,3.2,0,13.2,0,0,,
4,8,21,0,0,12.3,3.3,0,12.3,0,0,,
4,8,22,0,0,11.4,3.4,0,11.4,0,0,,
4,8,23,0,0,10.6,3.4,0,10.6,0,0,,
4,9,0,0,0,9.9,3.5,0,9.9,0,0,,
4,9,1,0,0,9,3.6,0,9,0,0,,
4,9,2,0,0,8.3,2.9,0,8.3,0,0,,
4,9,3,0,0,7.6,2.2,0,7.6,0,0,,
4,9,4,0,0,6.8,1.4,0,6.8,0,0,,
4,9,5,24,4,6.7,0.7,3.007,3.812,28.404,0,,
4,9,6,219,75,8,0,109.882,9.112,886.252,817.834,,
4,9,7,99,138,12,1.5,177.163,15.567,1555.367,1471.878,,
4,9,8,370,113,14,3.1,354.159,21.264,3049.899,2926.736,,
4,9,9,852,154,17,3.6,855.258,35.384,6962.679,6696.312,,
4,9,10,494,233,18,11.3,713.956,26.212,6096.513,5866.752,,
4,9,11,527,157,19,11.3,702.893,27.013,5981.854,5756.731,,
4,9,12,473,304,19,14.4,800.181,26.745,6818.485,6558.405,,
4,9,13,734,174,19,13.4,873.027,27.966,7391.61,7106.082,,
4,9,14,520,220,19,15.4,649.649,24.991,5562.73,5354.139,,
4,9,15,728,111,18,12.9,569.483,23.809,4822.419,4641.436,,
4,9,16,482,111,18,10.3,305.383,21.408,2495.956,2388.467,,
4,9,17,424,43,17,10.3,107.753,17.732,720.763,655.815,,
4,9,18,28,3,15,5.1,2.91,13.891,26.304,0,,
4,9,19,0,0,13,3.6,0,13,0,0,,
4,9,20,0,0,12,3.6,0,12,0,0,,
4,9,21,0,0,11,3.6,0,11,0,0,,
4,9,22,0,0,10,3.6,0,10,0,0,,
4,9,23,0,0,9.3,3.4,0,9.3,0,0,,
4,10,0,0,0,8.6,3.3,0,8.6,0,0,,
4,10,1,0,0,7.7,3.1,0,7.7,0,0,,
4,10,2,0,0,7.2,2.9,0,7.2,0,0,,
4,10,3,0,0,6.6,2.8,0,6.6,0,0,,
4,10,4,0,0,6,2.6,0,6,0,0,,
4,10,5,26,5,7,0,3.765,2.923,35.71,0,,
4,10,6,395,51,8,0,119.579,9.647,870.456,802.374,,
4,10,7,662,84,13,1.5,364.186,22.102,2950.832,2830.555,,
4,10,8,788,111,17,2.6,618.645,31.671,5055.599,4866.14,,
4,10,9,796,136,17.9,3.9,792.805,35.007,6466.484,6221.429,,
4,10,10,614,268,18,5.1,864.416,34.623,7087.827,6815.94,,
4,10,11,818,208,19,6.2,1040.321,36.881,8438.952,8103.764,,
4,10,12,727,202,19,7.2,947.699,34.023,7796.9,7492.639,,
4,10,13,685,215,18,7.2,870.865,31.708,7242.119,6963.347,,
4,10,14,850,130,18,9.3,819.232,28.823,6881.432,6618.617,,
4,10,15,780,110,17,10.3,599.658,24.275,5065.157,4875.346,,
4,10,16,481,98,16,6.2,294.049,20.684,2405.427,2300.391,,
4,10,17,365,48,14,7.7,103.687,14.819,726.998,661.922,,
4,10,18,17,3,13,7.2,2.91,12.061,26.519,0,,
4,10,19,0,0,13,3.6,0,13,0,0,,
4,10,20,0,0,12.2,3.7,0,12.2,0,0,,
4,10,21,0,0,11.4,3.9,0,11.4,0,0,,
4,10,22,0,0,10.5,4,0,10.5,0,0,,
4,10,23,0,0,9.9,4,0,9.9,0,0,,
4,11,0,0,0,9.3,4,0,9.3,0,0,,
4,11,1,0,0,8.5,3.9,0,8.5,0,0,,
4,11,2,0,0,8,3.8,0,8,0,0,,
4,11,3,0,0,7.5,3.7,0,7.5,0,0,,
4,11,4,0,0,6.9,3.6,0,6.9,0,0,,
4,11,5,57,5,8.1,1.9,3.326,6.012,31.131,0,,
4,11,6,489,43,10,1.5,128.966,11.631,893.986,825.404,,
4,11,7,730,69,13,2.1,378.677,21.706,3061.888,2938.373,,
4,11,8,840,91,15,1.5,631.974,32.601,5138.15,4945.642,,
4,11,9,897,106,17,3.1,839.889,36.562,6796.711,6537.574,,
4,11,10,927,116,19,3.6,988.754,41.213,7843.273,7536.83,,
4,11,11,664,213,19,7.7,899.154,32.602,7449.24,7161.085,,
4,11,12,856,189,20,6.7,1056.578,37.363,8550.185,8209.483,,
4,11,13,579,180,19,6.7,736.495,31.282,6137.407,5905.981,,
4,11,14,890,105,20,6.2,820.879,33.974,6723.97,6467.969,,
4,11,15,828,89,18,4.6,607.203,30.518,4974.023,4787.553,,
4,11,16,710,67,17,2.6,353.24,25.865,2774.612,2659.38,,
4,11,17,451,41,15.5,1.3,109.9,18.294,722.756,657.768,,
4,11,18,39,3,14,0,2.91,11.606,26.572,0,,
4,11,19,0,0,12.8,0.3,0,12.8,0,0,,
4,11,20,0,0,12.1,0.6,0,12.1,0,0,,
4,11,21,0,0,11.4,0.9,0,11.4,0,0,,
4,11,22,0,0,10.6,1.2,0,10.6,0,0,,
4,11,23,0,0,10,1.5,0,10,0,0,,
4,12,0,0,0,9.4,1.5,0,9.4,0,0,,
4,12,1,0,0,8.6,1.5,0,8.6,0,0,,
4,12,2,0,0,8.1,1.5,0,8.1,0,0,,
4,12,3,0,0,7.6,1.5,0,7.6,0,0,,
4,12,4,0,0,7,1.5,0,7,0,0,,
4,12,5,77,6,8.3,0.8,4.042,5.597,37.892,0,,
4,12,6,522,40,11,0,133.665,13.471,910.239,841.309,,
4,12,7,747,63,14,0,381.029,27.966,2989.498,2868.099,,
4,12,8,849,83,17,0,628.786,41.091,4900.204,4716.416,,
4,12,9,903,97,21,2.6,836.479,41.431,6605.408,6354.478,,
4,12,10,932,106,22,4.1,983.79,43.084,7729.694,7428.582,,
4,12,11,945,110,23,6.7,1058.37,40.514,8430.107,8095.356,,
4,12,12,944,110,24,5.1,1054.321,44.644,8221.913,7897.351,,
4,12,13,931,105,23,5.1,972.955,42.102,7682.021,7383.132,,
4,12,14,900,96,23,6.2,819.374,37.27,6602.724,6351.909,,
4,12,15,842,81,22,7.7,605.637,31.036,4946.768,4761.29,,
4,12,16,733,61,21,5.1,356.113,27.62,2768.199,2653.149,,
4,12,17,489,38,17,2.1,112.771,19.368,723.391,658.39,,
4,12,18,54,3,16,1.5,2.048,14.381,18.479,0,,
4,12,19,0,0,14.6,1.7,0,14.6,0,0,,
4,12,20,0,0,13.7,1.8,0,13.7,0,0,,
4,12,21,0,0,12.7,2,0,12.7,0,0,,
4,12,22,0,0,11.7,2.1,0,11.7,0,0,,
4,12,23,0,0,10.8,2.3,0,10.8,0,0,,
4,13,0,0,0,10,2.4,0,10,0,0,,
4,13,1,0,0,9,2.6,0,9,0,0,,
4,13,2,0,0,8.7,2.1,0,8.7,0,0,,
4,13,3,0,0,8.4,1.6,0,8.4,0,0,,
4,13,4,0,0,8,1,0,8,0,0,,
4,13,5,3,7,8.3,0.5,6.679,5.358,62.682,10.529,,
4,13,6,208,71,10,0,105.979,11.022,849.371,781.735,,
4,13,7,464,129,14,0,327.85,25.743,2658.366,2546.399,,
4,13,8,609,177,16,1.5,576.632,31.862,4724.977,4547.475,,
4,13,9,692,211,20,3.6,790.942,37.393,6379.443,6138.032,,
4,13,10,738,231,20.7,4.4,943.763,40.412,7517.828,7226.532,,
4,13,11,758,241,21,5.1,1021.994,40.855,8126.394,7806.453,,
4,13,12,757,241,21,5.1,1018.159,40.903,8093.817,7775.444,,
4,13,13,735,230,22,6.2,931.887,38.24,7503.979,7213.319,,
4,13,14,686,208,22,7.2,771.129,34.168,6315.816,6077.051,,
4,13,15,598,173,21,5.7,552.116,30.93,4533.981,4363.203,,
4,13,16,444,124,19,5.1,302.814,24.481,2452.165,2345.866,,
4,13,17,175,65,17,3.6,89.146,18.182,692.885,628.512,,
4,13,18,1,4,15,2.6,3.773,13.54,34.16,0,,
4,13,19,0,0,14,1.5,0,14,0,0,,
4,13,20,0,0,13,0,0,13,0,0,,
4,13,21,0,0,12.3,0.5,0,12.3,0,0,,
4,13,22,0,0,11.6,1,0,11.6,0,0,,
4,13,23,0,0,11,1.5,0,11,0,0,,
4,14,0,0,0,10.5,1.5,0,10.5,0,0,,
4,14,1,0,0,9.8,1.5,0,9.8,0,0,,
4,14,2,0,0,9.6,1.1,0,9.6,0,0,,
4,14,3,0,0,9.4,0.8,0,9.4,0,0,,
4,14,4,0,0,9.1,0.4,0,9.1,0,0,,
4,14,5,37,10,10,0.2,8.622,6.678,80.463,27.985,,
4,14,6,137,70,12.2,0,92.556,12.486,762.842,697.022,,
4,14,7,479,67,16,0,274.537,25.563,2200.12,2100.533,,
4,14,8,757,106,18,1.5,598.807,34.226,4837.112,4655.601,,
4,14,9,923,89,21,3.1,846.488,40.518,6716.013,6460.354,,
4,14,10,950,97,21.6,4,992.682,43.071,7800.243,7495.825,,
4,14,11,962,101,21.9,4.8,1066.759,43.405,8372.456,8040.542,,
4,14,12,961,100,22,5.7,1061.081,41.468,8410.729,8076.934,,
4,14,13,766,174,22,4.6,898.401,40.796,7141.341,6867.077,,
4,14,14,770,151,23,3.6,776.901,40.694,6156.456,5924.251,,
4,14,15,684,112,22.1,3.6,542.844,34.494,4368.815,4203.741,,
4,14,16,579,76,21,3.6,310.145,27.757,2430.115,2324.412,,
4,14,17,533,35,19,3.6,117.428,20.873,734.776,669.539,,
4,14,18,75,4,17,3.6,2.779,15.761,24.916,0,,
4,14,19,0,0,15,1.5,0,15,0,0,,
4,14,20,0,0,14.3,1.5,0,14.3,0,0,,
4,14,21,0,0,13.5,1.5,0,13.5,0,0,,
4,14,22,0,0,12.7,1.5,0,12.7,0,0,,
4,14,23,0,0,12,1.5,0,12,0,0,,
4,15,0,0,0,11.2,1.2,0,11.2,0,0,,
4,15,1,0,0,10.2,0.9,0,10.2,0,0,,
4,15,2,0,0,9.5,0.6,0,9.5,0,0,,
4,15,3,0,0,8.8,0.3,0,8.8,0,0,,
4,15,4,0,0,8,0,0,8,0,0,,
4,15,5,65,8,8.8,0,6.044,4.903,56.839,4.792,,
4,15,6,263,57,11,0,104.411,11.927,799.91,733.316,,
4,15,7,716,66,14,0,375.34,27.512,2962.712,2842.091,,
4,15,8,841,87,17,2.6,631.888,32.02,5155.811,4962.647,,
4,15,9,875,101,19,3.1,821.147,38.081,6596.364,6345.819,,
4,15,10,925,111,19,4.6,984.739,39.104,7895.66,7586.742,,
4,15,11,930,115,19,4.1,1049.994,41.811,8308.462,7979.684,,
4,15,12,940,115,21,4.6,1056.142,42.914,8309.921,7981.071,,
4,15,13,921,110,21,4.1,969.026,42.222,7646.396,7349.163,,
4,15,14,893,100,20,3.6,817.829,38.792,6540.502,6292.325,,
4,15,15,836,84,20,5.1,604.94,31.721,4925.525,4740.818,,
4,15,16,714,64,19,3.6,351.7,26.819,2748.239,2633.752,,
4,15,17,375,50,16,2.6,107.113,17.981,741.191,675.821,,
4,15,18,0,2,13,0,1.885,10.483,17.301,0,,
4,15,19,0,0,13,0,0,13,0,0,,
4,15,20,0,0,12.4,0,0,12.4,0,0,,
4,15,21,0,0,11.8,0,0,11.8,0,0,,
4,15,22,0,0,12.2,0,0,12.2,0,0,,
4,15,23,0,0,12.6,0,0,12.6,0,0,,
4,16,0,0,0,11,0,0,11,0,0,,
4,16,1,0,0,11.4,0.7,0,11.4,0,0,,
4,16,2,0,0,11.8,1.8,0,11.8,0,0,,
4,16,3,0,0,11.2,1.9,0,11.2,0,0,,
4,16,4,0,0,10.6,2.6,0,10.6,0,0,,
4,16,5,0,4,12,2.1,3.772,10.072,34.683,0,,
4,16,6,0,32,12,0,30.265,9.257,279.279,223.093,,
4,16,7,0,75,12,1.5,71.102,12.021,648.175,584.718,,
4,16,8,229,313,13,0,459.964,29.359,3845.295,3697.63,,
4,16,9,885,114,17,2.1,843.687,38.57,6761.542,6503.923,,
4,16,10,916,125,19,3.6,991.453,41.279,7862.631,7555.274,,
4,16,11,930,129,19,4.1,1064.795,42.127,8412.035,8078.175,,
4,16,12,929,129,21,4.1,1059.809,44.092,8288.416,7960.617,,
4,16,13,914,124,22,4.1,977.011,43.362,7664.579,7366.501,,
4,16,14,881,113,19,5.1,821.657,35.1,6693.633,6438.936,,
4,16,15,819,96,18,5.1,608.533,29.779,5004.355,4816.776,,
4,16,16,703,72,16,5.1,355.541,22.555,2841.223,2724.098,,
4,16,17,421,50,14,2.6,114.219,16.152,784.966,718.684,,
4,16,18,0,2,13,0,1.885,10.557,17.295,0,,
4,16,19,0,0,13,0,0,13,0,0,,
4,16,20,0,0,13,1.8,0,13,0,0,,
4,16,21,0,0,12.3,0.5,0,12.3,0,0,,
4,16,22,0,0,11.8,0.8,0,11.8,0,0,,
4,16,23,0,0,11.2,1,0,11.2,0,0,,
4,17,0,0,0,11.2,2.8,0,11.2,0,0,,
4,17,1,0,0,10,1.6,0,10,0,0,,
4,17,2,0,0,10,1.8,0,10,0,0,,
4,17,3,0,0,9.5,2.1,0,9.5,0,0,,
4,17,4,0,0,9.9,3.8,0,9.9,0,0,,
4,17,5,0,5,11,2.6,4.716,9.216,43.527,0,,
4,17,6,0,32,12,0,30.265,9.258,279.275,223.089,,
4,17,7,0,75,12,2.6,71.102,12.043,648.114,584.658,,
4,17,8,0,141,13,2.6,134.412,14.811,1210.172,1134.666,,
4,17,9,0,183,15,3.1,175.235,17.885,1555.971,1472.468,,
4,17,10,909,131,17,2.6,991.629,40.046,7913.484,7603.722,,
4,17,11,923,136,18,4.1,1065.267,41.173,8456.828,8120.757,,
4,17,12,921,135,19,4.1,1058.073,42.128,8358.746,8027.506,,
4,17,13,905,130,19,5.1,974.774,38.135,7852.69,7545.803,,
4,17,14,871,118,18,5.1,818.716,34.037,6704.919,6449.737,,
4,17,15,583,185,18,5.1,551.639,28.684,4581.292,4408.861,,
4,17,16,41,158,16,5.1,168.525,18.843,1475.121,1393.527,,
4,17,17,0,27,14,3.6,25.527,13.352,231.337,176.059,,
4,17,18,0,2,13,1.5,1.885,10.915,17.268,0,,
4,17,19,0,0,13,0,0,13,0,0,,
4,17,20,0,0,12.3,0.6,0,12.3,0,0,,
4,17,21,0,0,11.7,1.2,0,11.7,0,0,,
4,17,22,0,0,11.3,1.7,0,11.3,0,0,,
4,17,23,0,0,10.9,2.3,0,10.9,0,0,,
4,18,0,0,0,10.6,2.5,0,10.6,0,0,,
4,18,1,0,0,10.1,2.6,0,10.1,0,0,,
4,18,2,0,0,9.9,3.9,0,9.9,0,0,,
4,18,3,0,0,9.7,3.6,0,9.7,0,0,,
4,18,4,0,0,9.5,3.2,0,9.5,0,0,,
4,18,5,0,6,10.5,2.7,5.661,8.755,52.351,0.385,,
4,18,6,0,37,13,2.1,35.008,11.971,319.204,262.255,,
4,18,7,0,87,14,2.1,82.536,14.403,744.469,679.03,,
4,18,8,0,139,16,1.5,132.466,18.168,1174.688,1099.977,,
4,18,9,0,216,16,5.1,207.37,18.921,1832.627,1742.405,,
4,18,10,0,210,16,3.6,201.767,19.524,1778.195,1689.317,,
4,18,11,0,268,17,4.6,258.925,21.302,2263.346,2162.097,,
4,18,12,0,267,17,5.1,257.911,21.117,2256.414,2155.349,,
4,18,13,53,307,18,4.6,353.567,24.353,3046.74,2923.669,,
4,18,14,508,230,18,4.1,648.089,31.253,5386.564,5184.728,,
4,18,15,424,171,19,5.1,439.669,27.271,3681.441,3539.017,,
4,18,16,164,146,18.9,5.1,207.746,22.362,1749.094,1660.93,,
4,18,17,23,57,16.9,5.1,57.5,17.044,499.601,439.133,,
4,18,18,1,5,15.8,3.6,4.717,14.44,42.539,0,,
4,18,19,0,0,14.4,2.6,0,14.4,0,0,,
4,18,20,0,0,13.4,3.1,0,13.4,0,0,,
4,18,21,0,0,12.4,2.6,0,12.4,0,0,,
4,18,22,0,0,11.4,2.1,0,11.4,0,0,,
4,18,23,0,0,10.5,2.1,0,10.5,0,0,,
4,19,0,0,0,10.6,2.1,0,10.6,0,0,,
4,19,1,0,0,10.4,2.1,0,10.4,0,0,,
4,19,2,0,0,9.4,2.1,0,9.4,0,0,,
4,19,3,0,0,8.3,1.6,0,8.3,0,0,,
4,19,4,0,0,8.3,1.1,0,8.3,0,0,,
4,19,5,29,10,9,0.5,8.622,6.178,80.63,28.149,,
4,19,6,80,62,11.1,0,74.84,10.421,640.579,577.277,,
4,19,7,0,115,13.1,0,109.277,15.478,980.928,910.479,,
4,19,8,0,175,17,2.6,167.245,19.81,1472.023,1390.502,,
4,19,9,60,238,19,3.1,282.887,24.568,2433.741,2327.941,,
4,19,10,143,280,19,5.1,419.167,26.296,3578.882,3439.686,,
4,19,11,65,401,20,4.6,466.912,28.975,3936.752,3786.119,,
4,19,12,101,262,21,6.2,368.058,26.86,3134.663,3009.001,,
4,19,13,123,368,20,6.7,488.617,27.435,4149.36,3991.708,,
4,19,14,126,342,18,4.1,445.223,27.21,3781.037,3635.439,,
4,19,15,59,321,17,4.1,351.908,24.119,3028.229,2905.701,,
4,19,16,61,125,17,1.5,144.311,20.65,1243.541,1167.283,,
4,19,17,27,38,16,2.1,40.447,15.668,347.5,290.007,,
4,19,18,49,6,16,1.5,4.524,14.144,40.851,0,,
4,19,19,0,0,14.8,1.8,0,14.8,0,0,,
4,19,20,0,0,14,2.1,0,14,0,0,,
4,19,21,0,0,14,2.3,0,14,0,0,,
4,19,22,0,0,13.9,2.4,0,13.9,0,0,,
4,19,23,0,0,14,2.6,0,14,0,0,,
4,20,0,0,0,13.4,2.3,0,13.4,0,0,,
4,20,1,0,0,12.7,2,0,12.7,0,0,,
4,20,2,0,0,12.2,1.7,0,12.2,0,0,,
4,20,3,0,0,11.8,1.2,0,11.8,0,0,,
4,20,4,0,0,11.8,0.6,0,11.8,0,0,,
4,20,5,14,12,11.2,0.3,11.131,8.243,103.166,50.272,,
4,20,6,28,79,14,0,80.174,13.713,709.371,644.659,,
4,20,7,83,182,16,2.1,211.62,20.091,1834.202,1743.941,,
4,20,8,51,231,18,2.1,258.531,23.792,2228.229,2127.905,,
4,20,9,314,251,21,4.1,516.17,31.251,4295.83,4133.244,,
4,20,10,59,371,22,3.1,425.273,31.749,3537.768,3399.855,,
4,20,11,84,474,23,4.1,561.5,34.529,4608.327,4434.948,,
